srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,Timestamp
59.166.0.5,27868,149.171.126.6,25,tcp,FIN,0.346866,37338,3276,31,29,18,8,smtp,844591.25,73688.39844,52,40,255,255,2736350869,2741554954,718,82,0,0,788.050442,27.405148,1421971200,1421971200,6.793608,8.87959,0.000714,0.000557,0.000157,0,0,0.0,0.0,0,2,1,1,3,1,1,1,Benign,0,2015-01-23 00:00:00
175.45.176.0,28977,149.171.126.4,23880,tcp,FIN,0.012999,2646,23966,31,29,7,15,-,1589660.75,14414647.0,42,44,255,255,2916345108,771256838,63,545,0,0,17.543468,17.267838,1421971200,1421971200,0.30878,0.295619,0.000724,0.000572,0.000152,0,0,0.0,0.0,0,18,2,4,3,1,1,2,Benign,0,2015-01-23 00:00:00
175.45.176.0,52036,149.171.126.4,58279,tcp,FIN,0.027894,3926,55268,31,29,7,27,-,1109055.75,15617983.0,66,68,255,255,770961635,779106290,59,813,0,0,22.909326,22.478516,1421971200,1421971200,0.424092,0.41397,0.00072,0.000565,0.000155,0,0,0.0,0.0,0,18,2,4,3,1,1,2,Benign,0,2015-01-23 00:00:00
175.45.176.1,47240,149.171.126.7,6881,tcp,FIN,0.018662,1540,1644,31,29,4,4,-,619011.875,665737.875,16,18,255,255,2856353579,715412993,96,91,0,0,73.97874,2.175363,1421971200,1421971200,1.222667,1.069823,0.000605,0.00047,0.000135,0,0,0.0,0.0,0,17,14,14,16,11,1,11,Benign,0,2015-01-23 00:00:00
175.45.176.1,50874,149.171.126.7,6881,tcp,FIN,0.013778,1540,1644,31,29,4,4,-,838438.0625,901727.375,16,18,255,255,2856351022,2862458329,96,91,0,0,61.865218,1.438982,1421971200,1421971200,0.896333,0.783118,0.000585,0.00046,0.000125,0,0,0.0,0.0,0,17,14,14,16,11,1,11,Benign,0,2015-01-23 00:00:00
59.166.0.7,53401,149.171.126.8,6881,tcp,FIN,0.065901,3722,103280,31,29,7,40,-,443817.2813,12407096.0,56,96,255,255,2676356911,2684133557,66,1076,0,0,65.022102,45.571687,1421971200,1421971200,1.192091,0.687526,0.000735,0.000581,0.000154,0,0,0.0,0.0,0,4,7,7,7,4,1,4,Benign,0,2015-01-23 00:00:00
175.45.176.1,49352,149.171.126.8,53,udp,CON,0.001071,146,178,31,29,0,0,dns,545284.75,664799.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971200,1421971200,0.012,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,7,5,7,16,3,1,2,Benign,0,2015-01-23 00:00:00
59.166.0.7,52274,149.171.126.8,6881,tcp,FIN,0.018994,1540,1644,31,29,4,4,-,608192.0625,654101.3125,16,18,255,255,530971330,535162905,96,91,0,0,75.061849,2.274877,1421971200,1421971200,1.2448,1.088353,0.000613,0.000488,0.000125,0,0,0.0,0.0,0,4,7,7,7,4,1,4,Benign,0,2015-01-23 00:00:00
59.166.0.7,54755,149.171.126.0,53,udp,CON,0.001017,146,178,31,29,0,0,dns,574238.0,700098.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971200,1421971200,0.011,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0,3,2,2,7,3,1,1,Benign,0,2015-01-23 00:00:00
175.45.176.1,46811,149.171.126.7,6881,tcp,FIN,0.018704,1540,1644,31,29,4,4,-,617621.875,664242.9375,16,18,255,255,2856355233,716508776,96,91,0,0,75.129368,2.042531,1421971200,1421971200,1.226067,1.071471,0.000618,0.000485,0.000133,0,0,0.0,0.0,0,17,14,14,16,11,1,11,Benign,0,2015-01-23 00:00:00
175.45.176.1,47818,149.171.126.4,80,tcp,FIN,0.003874,1056,824,31,29,2,2,http,1908105.375,1532266.375,8,10,255,255,3040542842,891941021,132,82,1,83,32.366313,0.674444,1421971200,1421971200,0.503286,0.376222,0.000609,0.000483,0.000126,0,0,1.0,0.0,0,6,2,4,16,2,1,2,Benign,0,2015-01-23 00:00:00
59.166.0.4,5481,149.171.126.8,30333,tcp,FIN,0.013628,2646,23966,31,29,7,15,-,1516290.0,13749339.0,42,44,255,255,1070958768,1071270036,63,545,0,0,18.693498,16.875166,1421971200,1421971200,0.324537,0.302791,0.000753,0.000596,0.000157,0,0,0.0,0.0,0,7,7,7,3,1,1,1,Benign,0,2015-01-23 00:00:00
59.166.0.5,53635,149.171.126.2,53,udp,CON,0.001052,146,178,31,29,0,0,dns,555133.0625,676806.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971200,1421971200,0.011,0.032,0.0,0.0,0.0,0,0,0.0,0.0,0,3,2,2,3,2,1,1,Benign,0,2015-01-23 00:00:00
59.166.0.7,27321,149.171.126.5,53,udp,CON,0.00108,132,164,31,29,0,0,dns,488888.9063,607407.4375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421971200,1421971200,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,3,2,3,7,3,2,2,Benign,0,2015-01-23 00:00:00
59.166.0.7,47233,149.171.126.8,6881,tcp,FIN,0.018987,1540,1644,31,29,4,4,-,608416.3125,654342.4375,16,18,255,255,2676358934,2681094189,96,91,0,0,75.261236,2.19721,1421971200,1421971200,1.244333,1.089588,0.000599,0.00046,0.000139,0,0,0.0,0.0,0,4,7,7,7,4,1,4,Benign,0,2015-01-23 00:00:00
175.45.176.1,30364,149.171.126.5,80,tcp,FIN,0.003882,1056,824,31,29,2,2,http,1904173.125,1529108.75,8,10,255,255,710963311,711941295,132,82,1,83,31.537448,0.663465,1421971200,1421971200,0.496857,0.375889,0.000636,0.000494,0.000142,0,0,1.0,0.0,0,6,1,3,16,2,1,1,Benign,0,2015-01-23 00:00:00
175.45.176.1,49660,149.171.126.7,6881,tcp,FIN,0.065685,3618,103280,31,29,7,40,-,432488.4063,12447896.0,54,96,255,255,890964160,894337841,67,1076,0,0,65.6086,44.831978,1421971200,1421971200,1.233189,0.686432,0.000594,0.00047,0.000124,0,0,0.0,0.0,0,17,14,14,16,11,1,11,Benign,0,2015-01-23 00:00:00
59.166.0.4,6931,149.171.126.2,49092,tcp,FIN,0.026172,3926,55268,31,29,7,27,-,1182026.5,16645575.0,66,68,255,255,1070961918,3229090301,59,813,0,0,21.226532,20.339825,1421971200,1421971200,0.397323,0.382388,0.000682,0.000547,0.000135,0,0,0.0,0.0,0,7,4,2,3,1,1,1,Benign,0,2015-01-23 00:00:00
59.166.0.5,26137,149.171.126.9,53,udp,CON,0.001019,146,178,31,29,0,0,dns,573110.9375,698724.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971200,1421971200,0.012,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0,3,5,1,3,2,1,1,Benign,0,2015-01-23 00:00:00
59.166.0.7,2957,149.171.126.8,6881,tcp,FIN,0.019026,1540,1644,31,29,4,4,-,607169.125,653001.125,16,18,255,255,2676360732,2682183106,96,91,0,0,76.755022,2.076579,1421971200,1421971200,1.2466,1.091706,0.000593,0.000462,0.000131,0,0,0.0,0.0,0,4,7,7,7,4,1,4,Benign,0,2015-01-23 00:00:00
59.166.0.7,27321,149.171.126.5,53,udp,CON,0.00108,132,164,31,29,0,0,dns,488888.9063,607407.4375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421971200,1421971200,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,3,2,3,7,3,2,2,Benign,0,2015-01-23 00:00:00
175.45.176.1,43123,149.171.126.7,6881,tcp,FIN,0.018233,1540,1644,31,29,4,4,-,633576.5,681401.875,16,18,255,255,890965829,895408469,96,91,0,0,72.640191,2.133084,1421971200,1421971200,1.1952,1.046882,0.00056,0.000432,0.000128,0,0,0.0,0.0,0,17,14,14,16,11,1,11,Benign,0,2015-01-23 00:00:00
175.45.176.1,43886,149.171.126.7,6881,tcp,FIN,0.018253,1540,1644,31,29,4,4,-,632882.25,680655.1875,16,18,255,255,890966580,895958049,96,91,0,0,72.808354,2.052711,1421971200,1421971200,1.196133,1.046647,0.00058,0.000456,0.000124,0,0,0.0,0.0,0,17,14,14,16,11,1,11,Benign,0,2015-01-23 00:00:00
175.45.176.1,52441,149.171.126.7,6881,tcp,FIN,0.018662,1540,1644,31,29,4,4,-,619011.875,665737.875,16,18,255,255,2856352666,714879955,96,91,0,0,73.88823,2.262696,1421971200,1421971200,1.222933,1.069823,0.000589,0.000467,0.000122,0,0,0.0,0.0,0,17,14,14,16,11,1,11,Benign,0,2015-01-23 00:00:00
175.45.176.1,53750,149.171.126.7,6881,tcp,FIN,0.071076,3618,103280,31,29,7,40,-,399684.8438,11503743.0,54,96,255,255,2856351927,714342469,67,1076,0,0,72.485648,47.328813,1421971200,1421971200,1.335038,0.743063,0.000614,0.00048,0.000134,0,0,0.0,0.0,0,17,14,14,16,11,1,11,Benign,0,2015-01-23 00:00:00
175.45.176.1,56344,149.171.126.4,53,udp,CON,0.001016,132,164,31,29,0,0,dns,519685.0,645669.25,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421971200,1421971200,0.011,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0,7,4,4,16,3,1,2,Benign,0,2015-01-23 00:00:00
175.45.176.0,24515,149.171.126.5,22460,tcp,FIN,0.026755,3926,52564,31,29,7,26,-,1156269.875,15479126.0,66,66,255,255,3760544177,3768667228,59,796,0,0,20.988365,21.879236,1421971201,1421971201,0.406877,0.403754,0.000645,0.000506,0.000139,0,0,0.0,0.0,0,18,3,1,14,1,1,1,Benign,0,2015-01-23 00:00:01
175.45.176.0,35900,149.171.126.3,6881,tcp,CON,0.064719,3514,98332,31,30,7,37,-,426088.1875,12015266.0,52,87,255,255,1250966199,1254510685,68,1130,0,0,70.183051,49.205494,1421971201,1421971201,1.266039,0.745988,0.000675,0.000559,0.000116,0,0,0.0,0.0,0,18,6,8,14,6,1,7,Benign,0,2015-01-23 00:00:01
175.45.176.0,59683,149.171.126.1,64558,tcp,FIN,0.325004,3656,2924,31,29,6,7,-,86669.70313,69316.07031,27,27,255,255,1490964331,3643793274,135,108,0,0,741.628682,19.71242,1421971201,1421971201,12.487885,12.481846,0.000593,0.000471,0.000122,0,0,0.0,0.0,0,18,3,6,14,1,1,4,Benign,0,2015-01-23 00:00:01
175.45.176.0,1632,149.171.126.3,6881,tcp,FIN,0.019779,1540,1644,31,29,4,4,-,584053.8125,628140.9375,16,18,255,255,3400550651,1257189775,96,91,0,0,79.502167,2.085002,1421971201,1421971201,1.297867,1.132294,0.000661,0.000523,0.000138,0,0,0.0,0.0,0,18,6,8,14,6,1,7,Benign,0,2015-01-23 00:00:01
175.45.176.0,33880,149.171.126.1,80,tcp,FIN,0.004022,1056,824,31,29,2,2,http,1837891.625,1475882.625,8,10,255,255,1250963944,3397446077,132,82,1,83,33.005369,0.673878,1421971201,1421971201,0.525,0.377,0.000751,0.000623,0.000128,0,0,1.0,0.0,0,3,1,6,14,1,1,4,Benign,0,2015-01-23 00:00:01
175.45.176.0,63217,149.171.126.3,6881,tcp,FIN,0.020399,1540,1644,31,29,4,4,-,566302.25,609049.4375,16,18,255,255,3400549779,3401636337,96,91,0,0,80.707596,2.262769,1421971201,1421971201,1.337267,1.172823,0.000711,0.000457,0.000254,0,0,0.0,0.0,0,18,6,8,14,6,1,7,Benign,0,2015-01-23 00:00:01
175.45.176.3,40559,149.171.126.9,53,udp,CON,0.001105,146,178,31,29,0,0,dns,528506.75,644343.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971201,1421971201,0.012,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,2,5,4,1,1,1,1,Benign,0,2015-01-23 00:00:01
59.166.0.5,17763,149.171.126.1,25,tcp,CON,0.00376,818,1371,32,30,3,3,smtp,1608510.625,2653191.5,13,11,255,255,1430962050,1432006748,63,125,0,0,17.215412,0.380076,1421971201,1421971201,0.313333,0.2945,0.000684,0.000543,0.000141,0,0,0.0,0.0,0,2,1,6,3,1,1,1,Benign,0,2015-01-23 00:00:01
59.166.0.9,35200,149.171.126.1,53,udp,CON,0.000905,146,178,31,29,0,0,dns,645303.875,786740.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971201,1421971201,0.005,0.003,0.0,0.0,0.0,0,0,0.0,0.0,0,2,1,6,3,2,1,1,Benign,0,2015-01-23 00:00:01
59.166.0.5,16274,149.171.126.9,53,udp,CON,0.00105,146,178,31,29,0,0,dns,556190.5,678095.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971201,1421971201,0.011,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,3,5,4,3,1,1,1,Benign,0,2015-01-23 00:00:01
175.45.176.0,20838,149.171.126.3,53,udp,CON,0.001044,146,178,31,29,0,0,dns,559386.9375,681992.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971201,1421971201,0.01,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,3,1,8,14,2,1,7,Benign,0,2015-01-23 00:00:01
175.45.176.0,64353,149.171.126.3,6881,tcp,FIN,0.02044,1540,1644,31,29,4,4,-,565166.375,607827.8125,16,18,255,255,1250968032,1255673254,96,91,0,0,80.733792,2.333596,1421971201,1421971201,1.342467,1.173353,0.000635,0.000489,0.000146,0,0,0.0,0.0,0,18,6,8,14,6,1,7,Benign,0,2015-01-23 00:00:01
175.45.176.0,64768,149.171.126.1,42593,udp,CON,0.001724,544,304,31,29,0,0,-,1893271.5,1058004.625,4,4,0,0,0,0,136,76,0,0,0.631682,0.27389,1421971201,1421971201,0.451667,0.198667,0.0,0.0,0.0,0,0,0.0,0.0,0,18,3,6,14,1,1,4,Benign,0,2015-01-23 00:00:01
175.45.176.0,15541,149.171.126.3,6881,tcp,FIN,0.014753,1540,1644,31,29,4,4,-,783027.1875,842133.8125,16,18,255,255,1250965245,1257748520,96,91,0,0,66.766128,1.471977,1421971201,1421971201,0.963,0.840529,0.000607,0.00046,0.000147,0,0,0.0,0.0,0,18,6,8,14,6,1,7,Benign,0,2015-01-23 00:00:01
175.45.176.0,40208,149.171.126.9,53,udp,CON,0.00103,132,164,31,29,0,0,dns,512621.3438,636893.1875,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421971201,1421971201,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,3,5,4,14,2,1,1,Benign,0,2015-01-23 00:00:01
175.45.176.0,58725,149.171.126.8,59515,tcp,FIN,0.012995,2646,23966,31,29,7,15,-,1590150.0,14419084.0,42,44,255,255,1610959912,1611296914,63,545,0,0,17.453597,17.016168,1421971201,1421971201,0.305878,0.28707,0.000755,0.000616,0.000139,0,0,0.0,0.0,0,18,7,1,14,1,1,1,Benign,0,2015-01-23 00:00:01
59.166.0.9,64039,149.171.126.6,143,tcp,FIN,0.331621,7374,14073,31,29,28,30,-,176394.1406,336697.625,118,121,255,255,3516350451,3521623232,62,116,0,0,376.275107,374.613074,1421971201,1421971201,2.831444,2.75925,0.000668,0.000507,0.000161,0,0,0.0,0.0,0,2,5,1,3,1,1,1,Benign,0,2015-01-23 00:00:01
59.166.0.7,28888,149.171.126.9,80,tcp,FIN,1.250113,1684,10168,31,29,3,5,http,10008.69531,61460.04297,14,18,255,255,650963640,2801553252,120,565,1,3924,10493.98842,9186.144052,1421971200,1421971201,96.136228,73.506176,0.000625,0.000503,0.000122,0,0,1.0,0.0,0,1,2,4,1,1,1,1,Benign,0,2015-01-23 00:00:00
59.166.0.9,37674,149.171.126.0,53,udp,CON,0.001119,130,162,31,29,0,0,dns,464700.625,579088.4375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421971201,1421971201,0.01,0.004,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,1,3,2,1,1,Benign,0,2015-01-23 00:00:01
59.166.0.5,33775,149.171.126.3,80,tcp,FIN,1.184038,1580,10168,31,29,3,5,http,9790.225586,64889.80859,12,18,255,255,2980543948,2981576494,132,565,1,3924,11076.64851,8918.594964,1421971200,1421971201,107.609183,69.618648,0.000647,0.000516,0.000131,0,0,1.0,0.0,0,1,2,8,3,1,1,1,Benign,0,2015-01-23 00:00:00
175.45.176.0,17346,149.171.126.3,6881,tcp,FIN,0.020517,1540,1644,31,29,4,4,-,563045.25,605546.5625,16,18,255,255,3400547902,1255095879,96,91,0,0,81.646938,85.348961,1421971201,1421971201,1.346667,1.178706,0.000635,0.000474,0.000161,0,0,0.0,0.0,0,18,6,8,14,6,1,7,Benign,0,2015-01-23 00:00:01
175.45.176.1,4855,149.171.126.2,25,tcp,FIN,0.26888,37218,3172,31,29,18,8,smtp,1086075.5,91907.16406,52,38,255,255,3096349981,951938229,716,83,0,0,713.728785,25.669771,1421971200,1421971201,5.265314,7.253622,0.000639,0.000491,0.000148,0,0,0.0,0.0,0,1,1,2,4,1,1,2,Benign,0,2015-01-23 00:00:00
175.45.176.0,19305,149.171.126.1,111,udp,CON,0.004796,568,304,31,29,0,0,-,710592.125,380316.9063,4,4,0,0,0,0,142,76,0,0,1.772954,1.502602,1421971201,1421971201,1.260667,1.07,0.0,0.0,0.0,0,0,0.0,0.0,0,18,3,6,14,1,1,4,Benign,0,2015-01-23 00:00:01
175.45.176.1,10001,149.171.126.4,53,udp,CON,0.001156,146,178,31,29,0,0,dns,505190.3438,615917.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971201,1421971201,0.013,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,7,4,2,4,3,2,2,Benign,0,2015-01-23 00:00:01
175.45.176.1,10001,149.171.126.4,53,udp,CON,0.001156,146,178,31,29,0,0,dns,505190.3438,615917.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971201,1421971201,0.013,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,7,4,2,4,3,2,2,Benign,0,2015-01-23 00:00:01
175.45.176.1,23245,149.171.126.2,53,udp,CON,0.001106,146,178,31,29,0,0,dns,528028.9375,643761.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971201,1421971201,0.002,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0,7,2,2,4,3,1,2,Benign,0,2015-01-23 00:00:01
175.45.176.1,41608,149.171.126.7,80,tcp,FIN,1.075807,1580,10168,31,29,3,5,http,10775.16699,71418.01563,12,18,255,255,1190963162,3390283454,132,565,1,3924,9774.348422,7871.277682,1421971201,1421971202,97.769091,63.25065,0.000687,0.000541,0.000146,0,0,1.0,0.0,0,6,1,1,10,3,1,1,Benign,0,2015-01-23 00:00:01
175.45.176.3,15919,149.171.126.8,80,tcp,FIN,1.215814,1684,10012,31,29,3,5,http,10291.04785,61489.66797,14,15,255,255,1130968975,1132074215,120,667,1,0,9980.27625,9626.077897,1421971201,1421971202,93.524151,86.792714,0.00071,0.000555,0.000155,0,0,1.0,0.0,0,1,2,6,2,1,1,2,Benign,0,2015-01-23 00:00:01
175.45.176.1,4564,149.171.126.0,6881,tcp,CON,0.017762,456,560,31,29,2,2,-,171151.9063,220695.875,6,8,255,255,1910967411,4060502691,76,70,0,0,72.074894,3.905729,1421971202,1421971202,1.1294,2.471428,0.00056,0.000457,0.000103,0,0,0.0,0.0,0,17,16,17,10,6,1,6,Benign,0,2015-01-23 00:00:02
175.45.176.2,46079,149.171.126.0,6881,tcp,FIN,0.014171,1540,1644,31,29,4,4,-,815185.9375,876720.0625,16,18,255,255,3480168,2159583282,96,91,0,0,64.034623,1.478899,1421971202,1421971202,0.923133,0.806412,0.000584,0.000458,0.000126,0,0,0.0,0.0,0,8,16,17,8,6,1,6,Benign,0,2015-01-23 00:00:02
59.166.0.6,4720,149.171.126.8,53,udp,CON,0.001118,146,178,31,29,0,0,dns,522361.3438,636851.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971202,1421971202,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,1,5,6,1,1,1,1,Benign,0,2015-01-23 00:00:02
175.45.176.1,47723,149.171.126.8,80,tcp,FIN,0.004093,1056,824,31,29,2,2,http,1806010.125,1450280.875,8,10,255,255,1910964325,4057430558,132,82,1,83,32.587852,0.691596,1421971202,1421971202,0.517429,0.392889,0.000691,0.000552,0.000139,0,0,1.0,0.0,0,6,2,6,10,3,1,1,Benign,0,2015-01-23 00:00:02
175.45.176.1,54235,149.171.126.4,53,udp,CON,0.001101,132,164,31,29,0,0,dns,479564.0313,595822.0,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421971202,1421971202,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,7,4,2,10,1,1,2,Benign,0,2015-01-23 00:00:02
175.45.176.2,12314,149.171.126.0,6881,tcp,FIN,0.019276,1540,1644,31,29,4,4,-,599294.4375,644532.0625,16,18,255,255,3484393,9470130,96,91,0,0,77.797617,2.102889,1421971202,1421971202,1.262467,1.106471,0.000586,0.000462,0.000124,0,0,0.0,0.0,0,8,16,17,8,6,1,6,Benign,0,2015-01-23 00:00:02
175.45.176.3,53204,149.171.126.8,53,udp,CON,0.001044,146,178,31,29,0,0,dns,559386.9375,681992.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421971202,1421971202,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,2,5,6,2,1,1,2,Benign,0,2015-01-23 00:00:02
175.45.176.1,3604,149.171.126.0,6881,tcp,FIN,0.075621,2517,63550,31,29,4,23,-,259504.625,6605149.0,39,57,255,255,4056352922,4064160818,65,1115,0,0,144.34129,123.946811,1421971202,1421971202,1.981737,1.341089,0.000616,0.000505,0.000111,0,0,0.0,0.0,0,17,16,17,10,6,1,6,Benign,0,2015-01-23 00:00:02
175.45.176.1,46790,149.171.126.0,6881,tcp,CON,0.006525,1218,456,31,29,3,2,-,1344980.875,465900.375,10,6,255,255,1910965522,1917275064,122,76,0,0,60.176039,1.6678,1421971202,1421971202,0.725,0.8374,0.00057,0.000455,0.000115,0,0,0.0,0.0,0,17,16,17,10,6,1,6,Benign,0,2015-01-23 00:00:02
175.45.176.2,10671,149.171.126.0,6881,tcp,FIN,0.01945,1540,1644,31,29,4,4,-,593933.1875,638766.0625,16,18,255,255,3482721,2153596185,96,91,0,0,76.78587,2.245821,1421971202,1421971202,1.2754,1.106471,0.000787,0.000636,0.000151,0,0,0.0,0.0,0,8,16,17,8,6,1,6,Benign,0,2015-01-23 00:00:02
175.45.176.2,11508,149.171.126.0,6881,tcp,FIN,0.019235,1540,1644,31,29,4,4,-,600571.875,645905.875,16,18,255,255,3483574,2158488565,96,91,0,0,76.953606,2.160451,1421971202,1421971202,1.260867,1.104118,0.000586,0.00046,0.000126,0,0,0.0,0.0,0,8,16,17,8,6,1,6,Benign,0,2015-01-23 00:00:02
59.166.0.4,57103,149.171.126.0,56669,tcp,FIN,0.104959,2542,24644,31,29,7,14,-,188949.9688,1831419.875,40,40,255,255,4000540222,4000871866,64,616,0,0,153.820147,176.357492,1421971202,1421971202,2.683333,2.675282,0.000758,0.000613,0.000145,0,0,0.0,0.0,0,7,16,17,4,1,1,2,Benign,0,2015-01-23 00:00:02
