srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,Timestamp
175.45.176.1,0,149.171.126.17,0,sctp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424219068,1424219068,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,1,1,1,2,Exploits,1,2015-02-18 00:24:28
175.45.176.1,0,149.171.126.17,0,sctp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424219068,1424219068,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,1,1,1,2,Exploits,1,2015-02-18 00:24:28
175.45.176.1,0,149.171.126.17,0,sctp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424219068,1424219068,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,1,1,1,2,Exploits,1,2015-02-18 00:24:28
175.45.176.1,0,149.171.126.17,0,sctp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424219068,1424219068,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,1,1,1,2,Generic,1,2015-02-18 00:24:28
175.45.176.1,0,149.171.126.17,0,sctp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424219068,1424219068,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,1,1,1,2,Backdoor,1,2015-02-18 00:24:28
175.45.176.1,0,149.171.126.17,0,sctp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424219068,1424219068,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,1,1,1,2,Exploits,1,2015-02-18 00:24:28
175.45.176.1,0,149.171.126.17,0,sctp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424219068,1424219068,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,1,1,1,2,Exploits,1,2015-02-18 00:24:28
175.45.176.3,65399,149.171.126.14,514,udp,INT,1.1e-05,1882,0,254,0,0,0,-,684363648.0,0.0,2,0,0,0,0,0,941,0,0,0,0.0,0.0,1424219072,1424219072,0.011,0.0,0.0,0.0,0.0,0,2,,, ,63,62,9,9,9,2,63, Fuzzers ,1,2015-02-18 00:24:32
175.45.176.3,65399,149.171.126.14,514,udp,INT,1.1e-05,1882,0,254,0,0,0,-,684363648.0,0.0,2,0,0,0,0,0,941,0,0,0,0.0,0.0,1424219072,1424219072,0.011,0.0,0.0,0.0,0.0,0,2,,, ,63,62,9,9,9,2,63, Fuzzers ,1,2015-02-18 00:24:32
10.40.85.10,2048,192.168.241.50,0xcc09,icmp,ECO,2.2e-05,168,0,63,0,0,0,-,30545454.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424219073,1424219073,0.022,0.0,0.0,0.0,0.0,0,0,,, ,2,1,1,1,1,1,1,Benign,0,2015-02-18 00:24:33
10.40.85.10,0,10.40.85.1,0,arp,CON,2.8e-05,46,28,0,0,0,0,-,0.0,0.0,1,1,0,0,0,0,46,28,0,0,0.0,0.0,1424219078,1424219078,0.0,0.0,0.0,0.0,0.0,0,0,,, ,2,1,1,1,1,1,1,Benign,0,2015-02-18 00:24:38
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Analysis,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63, Reconnaissance ,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,DoS,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63, Reconnaissance ,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Backdoor,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,DoS,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,DoS,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Generic,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,DoS,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63, Fuzzers ,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,DoS,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,DoS,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,DoS,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.3,0,149.171.126.14,0,gre,INT,9e-06,156,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424219101,1424219101,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,63,Exploits,1,2015-02-18 00:25:01
175.45.176.2,48216,149.171.126.16,111,tcp,FIN,1.267629,564,354,254,252,2,1,-,3205.985352,1956.408325,10,8,255,255,2442231990,3043927511,56,44,0,0,11590.96755,299.805437,1424219105,1424219106,139.22,177.038,0.073417,0.028354,0.045063,0,1,,, ,4,4,1,1,1,1,2, Reconnaissance ,1,2015-02-18 00:25:05
10.40.182.3,0,10.40.182.3,0,arp,INT,0.0,46,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,46,0,0,0,10.954514,0.0,1424219111,1424219111,60000.688,0.0,0.0,0.0,0.0,1,2,,, ,8,11,1,1,1,1,8,Benign,0,2015-02-18 00:25:11
10.40.170.2,0,10.40.170.2,0,arp,INT,0.0,46,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,46,0,0,0,0.0,0.0,1424219111,1424219111,60000.688,0.0,0.0,0.0,0.0,1,2,,, ,8,8,1,1,1,1,8,Benign,0,2015-02-18 00:25:11
