alpha_anom,mode,attack,run_id,Radius, normal_pull_lambda
0,incremental,Backdoor,2025-12-26T10-06-19_incremental_uzer37pb,1.0,0
0,incremental,Backdoor,2025-12-26T10-08-57_incremental_fngzfkvw,2.0,0
0,incremental,Backdoor,2025-12-26T10-11-33_incremental_15xd8wk2,10.0,0
0,incremental,Backdoor,2025-12-26T10-14-08_incremental_2snqwk7o,,0
0,incremental,Backdoor,2025-12-31T18-24-36_incremental_hio3ptjo,0.1,0
0,incremental,Backdoor,2025-12-31T18-34-34_incremental_t7nb9jh4,0.25,0
0,incremental,Backdoor,2025-12-26T10-16-37_incremental_ipn1krve,0.5,0
0,incremental,Backdoor,2025-12-31T18-44-37_incremental_ot4jz5tx,0.75,0
0,incremental,Backdoor,2025-12-26T10-19-15_incremental_10ssy21d,1.0,0
0,incremental,Backdoor,2025-12-26T10-21-51_incremental_parrjiri,2.0,0
0,incremental,Backdoor,2025-12-26T10-24-27_incremental_v4uom526,10.0,0
0,incremental,Backdoor,2025-12-26T10-27-03_incremental_t2jqgmc6,,0
0,incremental,Backdoor,2025-12-31T18-50-23_incremental_sr75nfbi,0.1,0
0,incremental,Backdoor,2025-12-31T18-54-23_incremental_aayhrnld,0.25,0
0,incremental,Backdoor,2025-12-26T10-29-34_incremental_i9hjhvzp,0.5,0
0,incremental,Backdoor,2025-12-31T18-57-50_incremental_czxx5z5z,0.75,0
0,incremental,Backdoor,2025-12-26T10-32-10_incremental_iehrjkg2,1.0,0
0,incremental,Backdoor,2025-12-26T10-34-45_incremental_kqcbloqf,2.0,0
0,incremental,Backdoor,2025-12-26T10-37-22_incremental_alu8obat,10.0,0
0,incremental,Backdoor,2025-12-26T10-39-58_incremental_3fhdab28,,0
0,incremental,Backdoor,2025-12-31T19-01-04_incremental_ofsco1yg,0.1,0
0,incremental,Backdoor,2025-12-31T19-04-17_incremental_o9epy4lc,0.25,0
0,incremental,Backdoor,2025-12-26T10-42-28_incremental_tf1lveu2,0.5,0
0,incremental,Backdoor,2025-12-31T19-07-29_incremental_tdm92hvl,0.75,0
0,incremental,Backdoor,2025-12-26T10-45-06_incremental_kkz6pczf,1.0,0
0,incremental,Backdoor,2025-12-26T10-47-44_incremental_cpdmmpt3,2.0,0
0,incremental,Backdoor,2025-12-26T10-50-20_incremental_nsyqzsnw,10.0,0
0,incremental,Backdoor,2025-12-26T10-52-57_incremental_jilpqyud,,0
0,incremental,Backdoor,2025-12-31T19-10-41_incremental_0t0lcx5v,0.1,0
0,incremental,Backdoor,2025-12-31T19-13-53_incremental_e62ecbg7,0.25,0
0,incremental,Backdoor,2025-12-26T10-55-26_incremental_zzj3ni3r,0.5,0
0,incremental,Backdoor,2025-12-31T19-17-09_incremental_o3n1hnho,0.75,0
0,incremental,Backdoor,2025-12-26T10-58-02_incremental_3ydg8b6q,1.0,0
0,incremental,Backdoor,2025-12-26T11-00-37_incremental_1noqhgw8,2.0,0
0,incremental,Backdoor,2025-12-26T11-03-15_incremental_imhllshz,10.0,0
0,incremental,Exploits,2025-12-26T11-05-50_incremental_68ncy725,,0
0,incremental,Exploits,2025-12-31T19-20-22_incremental_ukgdm1zi,0.1,0
0,incremental,Exploits,2025-12-31T19-23-34_incremental_51lu2lr3,0.25,0
0,incremental,Exploits,2025-12-26T11-08-20_incremental_lsk10urb,0.5,0
0,incremental,Exploits,2025-12-31T19-26-46_incremental_by0efjun,0.75,0
0,incremental,Exploits,2025-12-26T11-10-56_incremental_ak4bw8a9,1.0,0
0,incremental,Exploits,2025-12-26T11-13-32_incremental_khrle22d,2.0,0
0,incremental,Exploits,2025-12-26T11-16-09_incremental_roz4h3ea,10.0,0
0,incremental,Exploits,2025-12-26T11-19-21_incremental_tdtc92h8,,0
0,incremental,Exploits,2025-12-31T19-29-58_incremental_fqkowehj,0.1,0
0,incremental,Exploits,2025-12-31T19-34-02_incremental_u4mkdr0w,0.25,0
0,incremental,Exploits,2025-12-26T11-22-34_incremental_8wzk6b0e,0.5,0
0,incremental,Exploits,2025-12-31T19-37-14_incremental_4l4sxy4v,0.75,0
0,incremental,Exploits,2025-12-26T11-25-59_incremental_8oyy38d1,1.0,0
0,incremental,Exploits,2025-12-26T11-29-22_incremental_nkct89xp,2.0,0
0,incremental,Exploits,2025-12-26T11-32-46_incremental_jzkss9r2,10.0,0
0,incremental,Exploits,2025-12-26T11-36-11_incremental_6idxz6oo,,0
0,incremental,Exploits,2025-12-31T19-40-30_incremental_0kb5ed36,0.1,0
0,incremental,Exploits,2025-12-31T19-43-49_incremental_nr330kee,0.25,0
0,incremental,Exploits,2025-12-26T11-39-27_incremental_x8bmz4m3,0.5,0
0,incremental,Exploits,2025-12-31T19-47-02_incremental_0z1rukje,0.75,0
0,incremental,Exploits,2025-12-26T11-42-51_incremental_vsrjprfi,1.0,0
0,incremental,Exploits,2025-12-26T11-46-17_incremental_ylqfjdsy,2.0,0
0,incremental,Exploits,2025-12-26T11-49-40_incremental_ljitdxu2,10.0,0
0,incremental,Exploits,2025-12-26T11-53-03_incremental_9iya4rxs,,0
0,incremental,Exploits,2025-12-31T19-50-19_incremental_sqjnzpzo,0.1,0
0,incremental,Exploits,2025-12-31T19-53-31_incremental_8rgn2xnh,0.25,0
0,incremental,Exploits,2025-12-26T11-56-19_incremental_bhyar6rm,0.5,0
0,incremental,Exploits,2025-12-31T19-57-00_incremental_sn9mvxb2,0.75,0
0,incremental,Exploits,2025-12-26T11-59-44_incremental_v1dzb37n,1.0,0
0,incremental,Exploits,2025-12-26T12-03-07_incremental_gtqz9pwl,2.0,0
0,incremental,Exploits,2025-12-26T12-06-32_incremental_mudj2bed,10.0,0
0,incremental,Exploits,2025-12-26T12-09-57_incremental_hko8ktcp,,0
0,incremental,Exploits,2025-12-31T20-00-16_incremental_eli4hjc5,0.1,0
0,incremental,Exploits,2025-12-31T20-03-28_incremental_7kukroq3,0.25,0
0,incremental,Exploits,2025-12-26T12-13-15_incremental_5bcvk3kc,0.5,0
0,incremental,Exploits,2025-12-31T20-06-42_incremental_1ey6xcci,0.75,0
0,incremental,Exploits,2025-12-26T12-16-34_incremental_tl0ycqgs,1.0,0
0,incremental,Exploits,2025-12-26T12-19-18_incremental_m7rfopg3,2.0,0
0,incremental,Exploits,2025-12-26T12-22-02_incremental_6mj0f4p6,10.0,0
0,incremental,Fuzzers,2025-12-26T12-24-47_incremental_yfnycvpy,,0
0,incremental,Fuzzers,2025-12-31T20-10-20_incremental_ra4c3oas,0.1,0
0,incremental,Fuzzers,2025-12-31T20-13-53_incremental_bhta64nv,0.25,0
0,incremental,Fuzzers,2025-12-26T12-27-21_incremental_bv90an3t,0.5,0
0,incremental,Fuzzers,2025-12-31T20-17-18_incremental_ux21b513,0.75,0
0,incremental,Fuzzers,2025-12-26T12-30-08_incremental_tmd71yjw,1.0,0
0,incremental,Fuzzers,2025-12-26T12-32-51_incremental_jv625pws,2.0,0
0,incremental,Fuzzers,2025-12-26T12-35-37_incremental_bkd8669p,10.0,0
0,incremental,Fuzzers,2025-12-26T12-38-21_incremental_xze9s8bl,,0
0,incremental,Fuzzers,2025-12-31T20-46-24_incremental_qfl9mtrp,0.1,0
0,incremental,Fuzzers,2025-12-31T20-54-46_incremental_whcedg7y,0.25,0
0,incremental,Fuzzers,2025-12-26T12-41-00_incremental_dfz9u135,0.5,0
0,incremental,Fuzzers,2025-12-31T21-04-03_incremental_u0vpgy1i,0.75,0
0,incremental,Fuzzers,2025-12-26T12-43-45_incremental_929vzpzf,1.0,0
0,incremental,Fuzzers,2025-12-26T12-46-31_incremental_15xli7mj,2.0,0
0,incremental,Fuzzers,2025-12-26T12-49-16_incremental_yg0ddht3,10.0,0
0,incremental,Fuzzers,2025-12-26T12-52-01_incremental_iabr8pxe,,0
0,incremental,Fuzzers,2025-12-31T21-12-05_incremental_alxjwwtd,0.1,0
0,incremental,Fuzzers,2025-12-31T21-21-53_incremental_1qbx9958,0.25,0
0,incremental,Fuzzers,2025-12-26T12-54-34_incremental_pjl3jdab,0.5,0
0,incremental,Fuzzers,2025-12-31T21-31-54_incremental_yk3t15bz,0.75,0
0,incremental,Fuzzers,2025-12-26T12-57-27_incremental_p9igjesx,1.0,0
0,incremental,Fuzzers,2025-12-26T13-00-56_incremental_ovhtqt0o,2.0,0
0,incremental,Fuzzers,2025-12-26T13-04-37_incremental_emysgmd7,10.0,0
0,incremental,Fuzzers,2025-12-26T13-07-59_incremental_5ec3tnf7,,0
0,incremental,Fuzzers,2025-12-31T21-41-48_incremental_m8l95v70,0.1,0
0,incremental,Fuzzers,2025-12-31T21-51-37_incremental_3m2p90y5,0.25,0
0,incremental,Fuzzers,2025-12-26T13-10-54_incremental_mtn0luro,0.5,0
0,incremental,Fuzzers,2025-12-31T22-00-52_incremental_gvogh5a0,0.75,0
0,incremental,Fuzzers,2025-12-26T13-14-05_incremental_rwyyro25,1.0,0
0,incremental,Fuzzers,2025-12-26T13-17-25_incremental_62hfqzg7,2.0,0
0,incremental,Fuzzers,2025-12-26T13-20-40_incremental_5sk08tzy,10.0,0
0,incremental,Fuzzers,2025-12-26T13-23-49_incremental_z4jt0h1s,,0
0,incremental,Fuzzers,2025-12-31T22-07-04_incremental_6soxgbyr,0.1,0
0,incremental,Fuzzers,2025-12-31T22-13-13_incremental_nv3q2m9l,0.25,0
0,incremental,Fuzzers,2025-12-26T13-26-45_incremental_2axv2b7u,0.5,0
0,incremental,Fuzzers,2025-12-31T22-20-03_incremental_27bgicdl,0.75,0
0,incremental,Fuzzers,2025-12-26T13-29-47_incremental_9jh9xi4c,1.0,0
0,incremental,Fuzzers,2025-12-26T13-32-44_incremental_3ryziag5,2.0,0
0,incremental,Fuzzers,2025-12-26T13-35-45_incremental_4b0zddkr,10.0,0
0,incremental,Generic,2025-12-26T13-38-46_incremental_5ocjl6al,,0
0,incremental,Generic,2025-12-31T22-26-18_incremental_2pvwuh1p,0.1,0
0,incremental,Generic,2025-12-31T22-33-54_incremental_j8lyhx31,0.25,0
0,incremental,Generic,2025-12-26T13-41-36_incremental_3qgfo35t,0.5,0
0,incremental,Generic,2025-12-31T23-08-29_incremental_vz7pvtv9,0.75,0
0,incremental,Generic,2025-12-26T13-44-39_incremental_82bhme9d,1.0,0
0,incremental,Generic,2025-12-26T13-47-42_incremental_igbobsrl,2.0,0
0,incremental,Generic,2025-12-26T13-50-46_incremental_xc8jw2c6,10.0,0
0,incremental,Generic,2025-12-26T13-53-50_incremental_ere080b7,,0
0,incremental,Generic,2025-12-31T23-32-21_incremental_yn5y0pp5,0.1,0
0,incremental,Generic,2025-12-31T23-37-59_incremental_fj00ou9h,0.25,0
0,incremental,Generic,2025-12-26T13-56-47_incremental_mpmd2lxo,0.5,0
0,incremental,Generic,2025-12-31T23-43-38_incremental_i0jxv5at,0.75,0
0,incremental,Generic,2025-12-26T13-59-50_incremental_uce0wutf,1.0,0
0,incremental,Generic,2025-12-26T14-02-54_incremental_c3lmqe5o,2.0,0
0,incremental,Generic,2025-12-26T14-05-56_incremental_add7r6zh,10.0,0
0,incremental,Generic,2025-12-26T14-09-01_incremental_qfwlggef,,0
0,incremental,Generic,2025-12-31T23-49-26_incremental_cpdflmmr,0.1,0
0,incremental,Generic,2025-12-31T23-55-10_incremental_b1vu1aak,0.25,0
0,incremental,Generic,2025-12-26T14-11-56_incremental_oykuck13,0.5,0
0,incremental,Generic,2026-01-01T00-01-12_incremental_xt53bovq,0.75,0
0,incremental,Generic,2025-12-26T14-14-58_incremental_f0ju1rlf,1.0,0
0,incremental,Generic,2025-12-26T14-17-49_incremental_pb0har0s,2.0,0
0,incremental,Generic,2025-12-26T14-20-30_incremental_dezmcu15,10.0,0
0,incremental,Generic,2025-12-26T14-23-05_incremental_0doyg2fr,,0
0,incremental,Generic,2026-01-01T00-07-31_incremental_57z6oak6,0.1,0
0,incremental,Generic,2026-01-01T00-13-24_incremental_3kkzo1bc,0.25,0
0,incremental,Generic,2025-12-26T14-25-35_incremental_q6fjnu1d,0.5,0
0,incremental,Generic,2026-01-01T00-19-04_incremental_5byp0re2,0.75,0
0,incremental,Generic,2025-12-26T14-28-15_incremental_zz5ljujc,1.0,0
0,incremental,Generic,2025-12-26T14-30-51_incremental_9vdxcioh,2.0,0
0,incremental,Generic,2025-12-26T14-33-30_incremental_jq6m9z0w,10.0,0
0,incremental,Generic,2025-12-26T14-36-06_incremental_0zi209vq,,0
0,incremental,Generic,2026-01-01T00-25-00_incremental_zt5n6zor,0.1,0
0,incremental,Generic,2026-01-01T00-29-48_incremental_94gjpcyz,0.25,0
0,incremental,Generic,2025-12-26T14-38-37_incremental_i9pkmqes,0.5,0
0,incremental,Generic,2026-01-01T00-33-13_incremental_ns3row2v,0.75,0
0,incremental,Generic,2025-12-26T14-41-15_incremental_p5cnvy9g,1.0,0
0,incremental,Generic,2025-12-26T14-43-53_incremental_m0o8fzxi,2.0,0
0,incremental,Generic,2025-12-26T14-46-28_incremental_z53pxv34,10.0,0
0,incremental,Reconnaissance,2025-12-26T14-49-08_incremental_faicoeub,,0
0,incremental,Reconnaissance,2026-01-01T00-36-36_incremental_hacgkmkw,0.1,0
0,incremental,Reconnaissance,2026-01-01T00-39-58_incremental_ugfgz1c9,0.25,0
0,incremental,Reconnaissance,2025-12-26T14-51-37_incremental_0uc7b4rf,0.5,0
0,incremental,Reconnaissance,2026-01-01T00-43-21_incremental_dq1ia4r0,0.75,0
0,incremental,Reconnaissance,2025-12-26T14-54-14_incremental_5zxyniqq,1.0,0
0,incremental,Reconnaissance,2025-12-26T14-56-51_incremental_kgsz0cfv,2.0,0
0,incremental,Reconnaissance,2025-12-26T14-59-31_incremental_vcuoqnj7,10.0,0
0,incremental,Reconnaissance,2025-12-26T15-02-07_incremental_d4geg8p6,,0
0,incremental,Reconnaissance,2026-01-01T00-46-45_incremental_g7507zdv,0.1,0
0,incremental,Reconnaissance,2026-01-01T00-50-06_incremental_xxvk30cl,0.25,0
0,incremental,Reconnaissance,2025-12-26T15-04-36_incremental_4wrhnsv4,0.5,0
0,incremental,Reconnaissance,2026-01-01T00-53-28_incremental_fmsy67ok,0.75,0
0,incremental,Reconnaissance,2025-12-26T15-07-12_incremental_gfuxmj7r,1.0,0
0,incremental,Reconnaissance,2025-12-26T15-09-52_incremental_pu8uyd9m,2.0,0
0,incremental,Reconnaissance,2025-12-26T15-12-30_incremental_2enq2a4b,10.0,0
0,incremental,Reconnaissance,2025-12-26T15-15-07_incremental_06sb0i58,,0
0,incremental,Reconnaissance,2026-01-01T00-58-18_incremental_me598goa,0.1,0
0,incremental,Reconnaissance,2026-01-01T01-01-40_incremental_7dxblejq,0.25,0
0,incremental,Reconnaissance,2025-12-26T15-17-37_incremental_ub8ld3c6,0.5,0
0,incremental,Reconnaissance,2026-01-01T01-08-19_incremental_viy5e2vj,0.75,0
0,incremental,Reconnaissance,2025-12-26T15-20-15_incremental_5e9efhe0,1.0,0
0,incremental,Reconnaissance,2025-12-26T15-22-53_incremental_nzqeel9j,2.0,0
0,incremental,Reconnaissance,2025-12-26T15-25-32_incremental_ymj1tcek,10.0,0
0,incremental,Reconnaissance,2025-12-26T15-28-07_incremental_2ijgmcrg,,0
0,incremental,Reconnaissance,2026-01-01T01-13-55_incremental_ckwy4z2l,0.1,0
0,incremental,Reconnaissance,2026-01-01T01-17-17_incremental_1aovs3c9,0.25,0
0,incremental,Reconnaissance,2025-12-26T15-30-34_incremental_bzkhlq4m,0.5,0
0,incremental,Reconnaissance,2026-01-01T01-21-16_incremental_vjp1fduj,0.75,0
0,incremental,Reconnaissance,2025-12-26T15-33-10_incremental_gjby4uqg,1.0,0
0,incremental,Reconnaissance,2025-12-26T15-35-46_incremental_83q8d685,2.0,0
0,incremental,Reconnaissance,2025-12-26T15-38-25_incremental_c8gs2py5,10.0,0
0,incremental,Reconnaissance,2025-12-26T15-41-02_incremental_5619637p,,0
0,incremental,Reconnaissance,2026-01-01T01-25-28_incremental_4k7o5ugg,0.1,0
0,incremental,Reconnaissance,2026-01-01T01-28-50_incremental_1z0btld0,0.25,0
0,incremental,Reconnaissance,2025-12-26T15-43-33_incremental_gp9033wd,0.5,0
0,incremental,Reconnaissance,2026-01-01T01-32-12_incremental_m9ussfm4,0.75,0
0,incremental,Reconnaissance,2025-12-26T15-46-10_incremental_cenkp125,1.0,0
0,incremental,Reconnaissance,2025-12-26T15-48-47_incremental_ofvk7wcc,2.0,0
0,incremental,Reconnaissance,2025-12-26T15-51-23_incremental_3jij105n,10.0,0
0,incremental,Shellcode,2025-12-26T15-53-58_incremental_maq2z7w8,,0
0,incremental,Shellcode,2026-01-01T01-35-35_incremental_3f3ujo7o,0.1,0
0,incremental,Shellcode,2026-01-01T01-39-00_incremental_5ltfh0n5,0.25,0
0,incremental,Shellcode,2025-12-26T15-56-29_incremental_1er7mhfp,0.5,0
0,incremental,Shellcode,2026-01-01T01-42-21_incremental_1dyt9v0v,0.75,0
0,incremental,Shellcode,2025-12-26T15-59-06_incremental_gtoyek1v,1.0,0
0,incremental,Shellcode,2025-12-26T16-01-42_incremental_0cz02ovx,2.0,0
0,incremental,Shellcode,2025-12-26T16-04-18_incremental_5p4txfkc,10.0,0
0,incremental,Shellcode,2025-12-26T16-06-55_incremental_l59brmw2,,0
0,incremental,Shellcode,2026-01-01T01-45-45_incremental_rgum7h9y,0.1,0
0,incremental,Shellcode,2026-01-01T01-49-10_incremental_yw7uk7k5,0.25,0
0,incremental,Shellcode,2025-12-26T16-09-26_incremental_86gdblyn,0.5,0
0,incremental,Shellcode,2026-01-01T01-52-33_incremental_wtaptsay,0.75,0
0,incremental,Shellcode,2025-12-26T16-12-02_incremental_c7oczfm3,1.0,0
0,incremental,Shellcode,2025-12-26T16-14-40_incremental_oul6kc9i,2.0,0
0,incremental,Shellcode,2025-12-26T16-17-18_incremental_zclkq4j2,10.0,0
0,incremental,Shellcode,2025-12-26T16-19-54_incremental_gj7xcqy4,,0
0,incremental,Shellcode,2026-01-01T01-55-56_incremental_xo9pyaaa,0.1,0
0,incremental,Shellcode,2026-01-01T01-59-48_incremental_qo6ytxd3,0.25,0
0,incremental,Shellcode,2025-12-26T16-22-25_incremental_ib563wbs,0.5,0
0,incremental,Shellcode,2026-01-01T02-03-12_incremental_tz6c4lsw,0.75,0
0,incremental,Shellcode,2025-12-26T16-25-00_incremental_ss04tgf6,1.0,0
0,incremental,Shellcode,2025-12-26T16-27-37_incremental_6fi5973o,2.0,0
0,incremental,Shellcode,2025-12-26T16-30-13_incremental_4v619llm,10.0,0
0,incremental,Shellcode,2025-12-26T16-32-51_incremental_9hoz9kko,,0
0,incremental,Shellcode,2026-01-01T02-06-38_incremental_svhmnx7c,0.1,0
0,incremental,Shellcode,2026-01-01T02-10-01_incremental_83301uqy,0.25,0
0,incremental,Shellcode,2025-12-26T16-35-20_incremental_vp3hkwyf,0.5,0
0,incremental,Shellcode,2026-01-01T02-13-23_incremental_0k9kcu7l,0.75,0
0,incremental,Shellcode,2025-12-26T16-37-58_incremental_fcnmri6z,1.0,0
0,incremental,Shellcode,2025-12-26T16-40-36_incremental_w2zihdru,2.0,0
0,incremental,Shellcode,2025-12-26T16-43-13_incremental_3jh5qqy4,10.0,0
0,incremental,Shellcode,2025-12-26T16-45-51_incremental_et0mkf37,,0
0,incremental,Shellcode,2026-01-01T02-16-53_incremental_bbxfg5cd,0.1,0
0,incremental,Shellcode,2026-01-01T02-20-28_incremental_xxkv323d,0.25,0
0,incremental,Shellcode,2025-12-26T16-48-21_incremental_79tgm02t,0.5,0
0,incremental,Shellcode,2026-01-01T02-23-57_incremental_9uqqhd7f,0.75,0
0,incremental,Shellcode,2025-12-26T16-50-57_incremental_1vlk4u4q,1.0,0
0,incremental,Shellcode,2025-12-26T16-53-30_incremental_cz5ngz91,2.0,0
0,incremental,Shellcode,2025-12-26T16-56-07_incremental_poiuvj4f,10.0,0
