alpha_anom,mode,attack,run_id,Radius,normal_pull_lambda
0,incremental,DoS,2025-12-27T10-55-17_incremental_0prevr8h,1.0,0.01
0,incremental,DoS,2025-12-27T10-59-00_incremental_oa12epkc,1.0,0.1
0,incremental,DoS,2025-12-27T11-02-40_incremental_362b8qtm,2.0,0.01
0,incremental,DoS,2025-12-27T11-06-23_incremental_oe9bnjbn,2.0,0.1
0,incremental,DoS,2025-12-27T11-10-08_incremental_64y7x12s,,0.01
0,incremental,DoS,2025-12-27T20-56-59_incremental_opr7x5i4,,0.1
0,incremental,DoS,2025-12-27T21-00-46_incremental_3prwbax9,0.25,0.01
0,incremental,DoS,2025-12-27T21-04-43_incremental_k6x8ua5r,0.25,0.1
0,incremental,DoS,2025-12-27T21-08-48_incremental_tsgenl3z,0.5,0.01
0,incremental,DoS,2025-12-27T21-12-58_incremental_m1u5m7lm,0.5,0.1
0,incremental,DoS,2025-12-27T21-16-57_incremental_pyfyp6p5,1.0,0.01
0,incremental,DoS,2025-12-27T21-20-52_incremental_o9knhr2s,1.0,0.1
0,incremental,DoS,2025-12-27T21-24-50_incremental_s9b9g5pk,2.0,0.01
0,incremental,DoS,2025-12-27T21-28-44_incremental_rvh57khu,2.0,0.1
0,incremental,DoS,2025-12-27T21-32-28_incremental_ae5pzxwc,,0.01
0,incremental,DoS,2025-12-27T21-36-10_incremental_yl5ygtvy,,0.1
0,incremental,DoS,2025-12-27T21-39-49_incremental_q9gtvmy4,0.25,0.01
0,incremental,DoS,2025-12-27T21-43-37_incremental_nau2led5,0.25,0.1
0,incremental,DoS,2025-12-27T21-47-17_incremental_02c8upuy,0.5,0.01
0,incremental,DoS,2025-12-27T21-51-01_incremental_jetsxofz,0.5,0.1
0,incremental,DoS,2025-12-27T21-54-47_incremental_v8dhsigl,1.0,0.01
0,incremental,DoS,2025-12-27T21-58-33_incremental_63z536s3,1.0,0.1
0,incremental,DoS,2025-12-27T22-02-23_incremental_8plvyx0u,2.0,0.01
0,incremental,DoS,2025-12-27T22-06-11_incremental_a03po74s,2.0,0.1
0,incremental,Analysis,2025-12-27T22-09-52_incremental_lxeowox8,,0.01
0,incremental,Analysis,2025-12-27T22-13-31_incremental_c74f0al6,,0.1
0,incremental,Analysis,2025-12-27T22-17-10_incremental_p3c01kwf,0.25,0.01
0,incremental,Analysis,2025-12-27T22-20-51_incremental_x0jfmf49,0.25,0.1
0,incremental,Analysis,2025-12-27T22-24-36_incremental_3jpqoo4l,0.5,0.01
0,incremental,Analysis,2025-12-27T22-28-18_incremental_c5oad5po,0.5,0.1
0,incremental,Analysis,2025-12-27T22-32-06_incremental_ni46twyh,1.0,0.01
0,incremental,Analysis,2025-12-27T22-35-51_incremental_19u6k4r8,1.0,0.1
0,incremental,Analysis,2025-12-27T22-39-34_incremental_0sbxghwf,2.0,0.01
0,incremental,Analysis,2025-12-27T22-43-23_incremental_53vtmy8f,2.0,0.1
0,incremental,Analysis,2025-12-27T22-47-09_incremental_eearmkb7,,0.01
0,incremental,Analysis,2025-12-27T22-50-44_incremental_i4a3xm9t,,0.1
0,incremental,Analysis,2025-12-27T22-54-20_incremental_v5z6gvia,0.25,0.01
0,incremental,Analysis,2025-12-27T22-58-08_incremental_gslvcbaa,0.25,0.1
0,incremental,Analysis,2025-12-27T23-01-57_incremental_zt02dmzh,0.5,0.01
0,incremental,Analysis,2025-12-27T23-05-42_incremental_kxm9p054,0.5,0.1
0,incremental,Analysis,2025-12-27T23-09-27_incremental_fqelpeg4,1.0,0.01
0,incremental,Analysis,2025-12-27T23-13-13_incremental_uknficoj,1.0,0.1
0,incremental,Analysis,2025-12-27T23-17-01_incremental_8chxx0mp,2.0,0.01
0,incremental,Analysis,2025-12-27T23-20-50_incremental_wkwgidwo,2.0,0.1
0,incremental,Analysis,2025-12-27T23-24-37_incremental_irczb0fv,,0.01
0,incremental,Analysis,2025-12-27T23-28-12_incremental_y6cz3s9t,,0.1
0,incremental,Analysis,2025-12-27T23-31-47_incremental_tr312zid,0.25,0.01
0,incremental,Analysis,2025-12-27T23-35-27_incremental_za4kvyat,0.25,0.1
0,incremental,Analysis,2025-12-27T23-39-07_incremental_0euo26w6,0.5,0.01
0,incremental,Analysis,2025-12-27T23-42-51_incremental_towztg83,0.5,0.1
0,incremental,Analysis,2025-12-27T23-46-33_incremental_jlh96jg9,1.0,0.01
0,incremental,Analysis,2025-12-27T23-50-19_incremental_0wpomr1z,1.0,0.1
0,incremental,Analysis,2025-12-27T23-54-02_incremental_32hzjx11,2.0,0.01
0,incremental,Analysis,2025-12-27T23-57-53_incremental_ng4nnq0e,2.0,0.1
0,incremental,Analysis,2025-12-28T00-01-35_incremental_b5vh0fp7,,0.01
0,incremental,Analysis,2025-12-28T00-05-13_incremental_4hy7cxjm,,0.1
0,incremental,Analysis,2025-12-28T00-08-49_incremental_6yvfc0t0,0.25,0.01
0,incremental,Analysis,2025-12-28T00-12-33_incremental_ycq6l0of,0.25,0.1
0,incremental,Analysis,2025-12-28T00-16-15_incremental_gvbiyypq,0.5,0.01
0,incremental,Analysis,2025-12-28T00-20-12_incremental_j071s4ts,0.5,0.1
0,incremental,Analysis,2025-12-28T00-24-46_incremental_2wc0ho1c,1.0,0.01
0,incremental,Analysis,2025-12-28T00-28-48_incremental_7y6k3qoo,1.0,0.1
0,incremental,Analysis,2025-12-28T00-32-42_incremental_ha63cyf6,2.0,0.01
0,incremental,Analysis,2025-12-28T00-36-39_incremental_bi8dn3ld,2.0,0.1
0,incremental,Analysis,2025-12-28T00-40-35_incremental_vb86qush,,0.01
0,incremental,Analysis,2025-12-28T00-44-30_incremental_i7btkm7z,,0.1
0,incremental,Analysis,2025-12-28T00-48-17_incremental_0ksg4dzv,0.25,0.01
0,incremental,Analysis,2025-12-28T00-52-10_incremental_hij2lepb,0.25,0.1
0,incremental,Analysis,2025-12-28T00-56-11_incremental_f4fv6h0l,0.5,0.01
0,incremental,Analysis,2025-12-28T01-00-04_incremental_y3vsl81f,0.5,0.1
0,incremental,Analysis,2025-12-28T01-04-00_incremental_e7g7bjo7,1.0,0.01
0,incremental,Analysis,2025-12-28T01-07-53_incremental_acm5btd5,1.0,0.1
0,incremental,Analysis,2025-12-28T01-11-38_incremental_cd1qfwn7,2.0,0.01
0,incremental,Analysis,2025-12-28T01-15-28_incremental_1sip9976,2.0,0.1
0,incremental,Backdoor,2025-12-28T01-20-04_incremental_ptcnyo7k,,0.01
0,incremental,Backdoor,2025-12-28T01-27-39_incremental_ke1szgga,,0.1
0,incremental,Backdoor,2025-12-28T01-35-16_incremental_4fvi41up,0.25,0.01
0,incremental,Backdoor,2025-12-28T01-42-55_incremental_jsvlzmkt,0.25,0.1
0,incremental,Backdoor,2025-12-28T01-46-00_incremental_u6r1aovi,0.5,0.01
0,incremental,Backdoor,2025-12-28T01-49-01_incremental_qu16fbmw,0.5,0.1
0,incremental,Backdoor,2025-12-28T01-52-00_incremental_0fk5w932,1.0,0.01
0,incremental,Backdoor,2025-12-28T01-55-02_incremental_oebmu9vs,1.0,0.1
0,incremental,Backdoor,2025-12-28T01-58-45_incremental_lhd4lake,2.0,0.01
0,incremental,Backdoor,2025-12-28T02-03-26_incremental_bb3pp5sw,2.0,0.1
0,incremental,Backdoor,2025-12-28T02-07-57_incremental_82ukh4uy,,0.01
0,incremental,Backdoor,2025-12-28T02-11-59_incremental_9oa8pqvh,,0.1
0,incremental,Backdoor,2025-12-28T02-16-30_incremental_07dvgv0n,0.25,0.01
0,incremental,Backdoor,2025-12-28T02-20-51_incremental_3knrzvok,0.25,0.1
0,incremental,Backdoor,2025-12-28T02-25-09_incremental_71qy3646,0.5,0.01
0,incremental,Backdoor,2025-12-28T02-29-24_incremental_84ejottg,0.5,0.1
0,incremental,Backdoor,2025-12-28T02-33-40_incremental_vq095v52,1.0,0.01
0,incremental,Backdoor,2025-12-28T02-38-00_incremental_24jwrjz5,1.0,0.1
0,incremental,Backdoor,2025-12-28T02-42-18_incremental_6o6q0jhe,2.0,0.01
0,incremental,Backdoor,2025-12-28T02-46-44_incremental_y0c9w6j5,2.0,0.1
0,incremental,Backdoor,2025-12-28T02-51-07_incremental_dkpoa1lp,,0.01
0,incremental,Backdoor,2025-12-28T02-55-27_incremental_3mf0a8ng,,0.1
0,incremental,Backdoor,2025-12-28T02-59-43_incremental_ntlhgk4j,0.25,0.01
0,incremental,Backdoor,2025-12-28T03-03-55_incremental_g04790u9,0.25,0.1
0,incremental,Backdoor,2025-12-28T03-08-03_incremental_jqc2kz7m,0.5,0.01
0,incremental,Backdoor,2025-12-28T03-12-10_incremental_xbrzerk1,0.5,0.1
0,incremental,Backdoor,2025-12-28T03-16-15_incremental_9gvn7ifp,1.0,0.01
0,incremental,Backdoor,2025-12-28T03-20-24_incremental_6vps7vjb,1.0,0.1
0,incremental,Backdoor,2025-12-28T03-24-33_incremental_64rkfib7,2.0,0.01
0,incremental,Backdoor,2025-12-28T03-28-48_incremental_6tpw6yyt,2.0,0.1
0,incremental,Backdoor,2025-12-28T03-32-44_incremental_60y5z3zu,,0.01
0,incremental,Backdoor,2025-12-28T03-36-26_incremental_um81fop5,,0.1
0,incremental,Backdoor,2025-12-28T03-40-04_incremental_84n1m2x3,0.25,0.01
0,incremental,Backdoor,2025-12-28T03-43-51_incremental_fyadfkbi,0.25,0.1
0,incremental,Backdoor,2025-12-28T03-47-40_incremental_u1v3vd8f,0.5,0.01
0,incremental,Backdoor,2025-12-28T03-51-31_incremental_vv65tpl8,0.5,0.1
0,incremental,Backdoor,2025-12-28T03-55-20_incremental_snw91sjb,1.0,0.01
0,incremental,Backdoor,2025-12-28T03-59-09_incremental_zh3qzb69,1.0,0.1
0,incremental,Backdoor,2025-12-28T04-03-00_incremental_xdn7tdv9,2.0,0.01
0,incremental,Backdoor,2025-12-28T04-06-52_incremental_7fycyzng,2.0,0.1
0,incremental,Backdoor,2025-12-28T04-10-38_incremental_jtnyyv58,,0.01
0,incremental,Backdoor,2025-12-28T04-14-20_incremental_ecc5mtbx,,0.1
0,incremental,Backdoor,2025-12-28T04-18-11_incremental_bc6d5wtb,0.25,0.01
0,incremental,Backdoor,2025-12-28T04-22-05_incremental_6rp7iriv,0.25,0.1
0,incremental,Backdoor,2025-12-28T04-25-56_incremental_m8wot3wv,0.5,0.01
0,incremental,Backdoor,2025-12-28T04-29-48_incremental_ufbg3hw1,0.5,0.1
0,incremental,Backdoor,2025-12-28T04-33-36_incremental_z4op11wn,1.0,0.01
0,incremental,Backdoor,2025-12-28T04-37-29_incremental_s1mbqjo3,1.0,0.1
0,incremental,Backdoor,2025-12-28T04-41-20_incremental_ji9hs0aa,2.0,0.01
0,incremental,Backdoor,2025-12-28T04-45-06_incremental_87nk0oe3,2.0,0.1
0,incremental,Exploits,2025-12-28T04-48-54_incremental_i87ulrr3,,0.01
0,incremental,Exploits,2025-12-28T04-52-33_incremental_i82robcf,,0.1
0,incremental,Exploits,2025-12-28T04-56-13_incremental_judx2cni,0.25,0.01
0,incremental,Exploits,2025-12-28T05-00-04_incremental_gnfrswv1,0.25,0.1
0,incremental,Exploits,2025-12-28T05-03-51_incremental_7tukg2s7,0.5,0.01
0,incremental,Exploits,2025-12-28T05-07-39_incremental_awwf2yrr,0.5,0.1
0,incremental,Exploits,2025-12-28T05-11-27_incremental_fgkjkk7b,1.0,0.01
0,incremental,Exploits,2025-12-28T05-15-15_incremental_xk3o5bx4,1.0,0.1
0,incremental,Exploits,2025-12-28T05-19-03_incremental_98u9f3n2,2.0,0.01
0,incremental,Exploits,2025-12-28T05-22-57_incremental_r87ppheq,2.0,0.1
0,incremental,Exploits,2025-12-28T05-26-48_incremental_3e3pjs36,,0.01
0,incremental,Exploits,2025-12-28T05-30-33_incremental_ninfka5l,,0.1
0,incremental,Exploits,2025-12-28T05-34-22_incremental_teee4unw,0.25,0.01
0,incremental,Exploits,2025-12-28T05-38-13_incremental_ye0f6pml,0.25,0.1
0,incremental,Exploits,2025-12-28T05-42-46_incremental_384m4sqe,0.5,0.01
0,incremental,Exploits,2025-12-28T05-52-53_incremental_tj0nemvp,0.5,0.1
0,incremental,Exploits,2025-12-28T06-01-01_incremental_i9fgzsh8,1.0,0.01
0,incremental,Exploits,2025-12-28T06-08-46_incremental_lnic6xa4,1.0,0.1
0,incremental,Exploits,2025-12-28T06-13-07_incremental_q3bojyx6,2.0,0.01
0,incremental,Exploits,2025-12-28T06-17-13_incremental_jlocugd1,2.0,0.1
0,incremental,Exploits,2025-12-28T06-21-23_incremental_6eih6xcr,,0.01
0,incremental,Exploits,2025-12-28T06-25-15_incremental_a7yxiow7,,0.1
0,incremental,Exploits,2025-12-28T06-29-11_incremental_uwx7i9vu,0.25,0.01
0,incremental,Exploits,2025-12-28T06-33-13_incremental_oxadtlu0,0.25,0.1
0,incremental,Exploits,2025-12-28T06-37-15_incremental_49cq0mu2,0.5,0.01
0,incremental,Exploits,2025-12-28T06-41-23_incremental_jnh71e9w,0.5,0.1
0,incremental,Exploits,2025-12-28T06-45-24_incremental_ab7g6ho0,1.0,0.01
0,incremental,Exploits,2025-12-28T06-49-24_incremental_hl5kohuu,1.0,0.1
0,incremental,Exploits,2025-12-28T06-53-24_incremental_rb0xuwfa,2.0,0.01
0,incremental,Exploits,2025-12-28T06-57-28_incremental_pn6zrmvk,2.0,0.1
0,incremental,Exploits,2025-12-28T07-01-37_incremental_ne3yhrpi,,0.01
0,incremental,Exploits,2025-12-28T07-05-32_incremental_uh7gp1a5,,0.1
0,incremental,Exploits,2025-12-28T07-09-30_incremental_yawaepmb,0.25,0.01
0,incremental,Exploits,2025-12-28T07-13-33_incremental_741rl268,0.25,0.1
0,incremental,Exploits,2025-12-28T07-17-39_incremental_9mqo85j4,0.5,0.01
0,incremental,Exploits,2025-12-28T07-21-44_incremental_k78icqxn,0.5,0.1
0,incremental,Exploits,2025-12-28T07-25-50_incremental_cmy96sme,1.0,0.01
0,incremental,Exploits,2025-12-28T07-29-44_incremental_t6w7skb6,1.0,0.1
0,incremental,Exploits,2025-12-28T07-33-33_incremental_1n10g6ra,2.0,0.01
0,incremental,Exploits,2025-12-28T07-37-26_incremental_6irplqmd,2.0,0.1
0,incremental,Exploits,2025-12-28T07-41-18_incremental_mnyk898x,,0.01
0,incremental,Exploits,2025-12-28T07-45-11_incremental_7jq2i4aw,,0.1
0,incremental,Exploits,2025-12-28T07-48-58_incremental_osj7dymx,0.25,0.01
0,incremental,Exploits,2025-12-28T07-52-50_incremental_b8fosh5v,0.25,0.1
0,incremental,Exploits,2025-12-28T07-56-44_incremental_kyja0225,0.5,0.01
0,incremental,Exploits,2025-12-28T08-00-37_incremental_pp3zibpr,0.5,0.1
0,incremental,Exploits,2025-12-28T08-04-26_incremental_tfbwkgcn,1.0,0.01
0,incremental,Exploits,2025-12-28T08-08-15_incremental_xrc6r9s6,1.0,0.1
0,incremental,Exploits,2025-12-28T08-12-04_incremental_llgtcozt,2.0,0.01
0,incremental,Exploits,2025-12-28T08-15-52_incremental_7eqnadg0,2.0,0.1
0,incremental,Fuzzers,2025-12-28T08-19-44_incremental_r5yxz3u7,,0.01
0,incremental,Fuzzers,2025-12-28T08-23-29_incremental_i7e8rzh9,,0.1
0,incremental,Fuzzers,2025-12-28T08-27-18_incremental_3t2ehqu7,0.25,0.01
0,incremental,Fuzzers,2025-12-28T08-31-12_incremental_uzwjj55k,0.25,0.1
0,incremental,Fuzzers,2025-12-28T08-35-00_incremental_kzqwen69,0.5,0.01
0,incremental,Fuzzers,2025-12-28T08-38-47_incremental_sjjc69nl,0.5,0.1
0,incremental,Fuzzers,2025-12-28T08-42-33_incremental_zhb4fooo,1.0,0.01
0,incremental,Fuzzers,2025-12-28T08-46-23_incremental_h2nkg6mv,1.0,0.1
0,incremental,Fuzzers,2025-12-28T08-50-11_incremental_jcw5h0lw,2.0,0.01
0,incremental,Fuzzers,2025-12-28T08-53-59_incremental_1ha9c8aj,2.0,0.1
0,incremental,Fuzzers,2025-12-28T08-57-49_incremental_qzga2te0,,0.01
0,incremental,Fuzzers,2025-12-28T09-01-30_incremental_l4xcef8y,,0.1
0,incremental,Fuzzers,2025-12-28T09-05-13_incremental_46larn4k,0.25,0.01
0,incremental,Fuzzers,2025-12-28T09-08-59_incremental_lgwm8tfl,0.25,0.1
0,incremental,Fuzzers,2025-12-28T09-12-49_incremental_nswt7ezy,0.5,0.01
0,incremental,Fuzzers,2025-12-28T09-16-45_incremental_itoimcac,0.5,0.1
0,incremental,Fuzzers,2025-12-28T09-20-37_incremental_vm034lbh,1.0,0.01
0,incremental,Fuzzers,2025-12-28T09-24-30_incremental_brrfe85h,1.0,0.1
0,incremental,Fuzzers,2025-12-28T09-28-25_incremental_ez7j00k7,2.0,0.01
0,incremental,Fuzzers,2025-12-28T09-32-14_incremental_nsx6svss,2.0,0.1
0,incremental,Fuzzers,2025-12-28T09-36-01_incremental_dqt6rxn6,,0.01
0,incremental,Fuzzers,2025-12-28T09-39-44_incremental_je6r77j8,,0.1
0,incremental,Fuzzers,2025-12-28T09-43-24_incremental_4ej3dhz9,0.25,0.01
0,incremental,Fuzzers,2025-12-28T09-47-18_incremental_riy0kee2,0.25,0.1
0,incremental,Fuzzers,2025-12-28T09-51-08_incremental_jwt4oo8s,0.5,0.01
0,incremental,Fuzzers,2025-12-28T09-54-57_incremental_2xsdvzaq,0.5,0.1
0,incremental,Fuzzers,2025-12-28T09-58-51_incremental_k9fpmtm4,1.0,0.01
0,incremental,Fuzzers,2025-12-28T10-02-48_incremental_b0rfto7e,1.0,0.1
0,incremental,Fuzzers,2025-12-28T10-06-38_incremental_iw8tcgh9,2.0,0.01
0,incremental,Fuzzers,2025-12-28T10-10-35_incremental_chswd0y6,2.0,0.1
0,incremental,Fuzzers,2025-12-28T10-14-31_incremental_29hglfvz,,0.01
0,incremental,Fuzzers,2025-12-28T10-18-16_incremental_pgetxd1i,,0.1
0,incremental,Fuzzers,2025-12-28T10-22-02_incremental_gztm0cx8,0.25,0.01
0,incremental,Fuzzers,2025-12-28T10-25-51_incremental_snolwptg,0.25,0.1
0,incremental,Fuzzers,2025-12-28T10-29-42_incremental_j69ku8qq,0.5,0.01
0,incremental,Fuzzers,2025-12-28T10-33-33_incremental_ulp33l3v,0.5,0.1
0,incremental,Fuzzers,2025-12-28T10-37-27_incremental_qqhvztwk,1.0,0.01
0,incremental,Fuzzers,2025-12-28T10-41-21_incremental_rvctemy2,1.0,0.1
0,incremental,Fuzzers,2025-12-28T10-45-12_incremental_ozwydrvz,2.0,0.01
0,incremental,Fuzzers,2025-12-28T10-49-08_incremental_pqeg35gl,2.0,0.1
0,incremental,Fuzzers,2025-12-28T10-52-56_incremental_sbipgxlv,,0.01
0,incremental,Fuzzers,2025-12-28T10-56-38_incremental_ie1memh3,,0.1
0,incremental,Fuzzers,2025-12-28T11-00-21_incremental_ebk8pdb8,0.25,0.01
0,incremental,Fuzzers,2025-12-28T11-04-16_incremental_ptymsmz1,0.25,0.1
0,incremental,Fuzzers,2025-12-28T11-08-16_incremental_s0stv5sy,0.5,0.01
0,incremental,Fuzzers,2025-12-28T11-12-09_incremental_f7vkximn,0.5,0.1
0,incremental,Fuzzers,2025-12-28T11-16-00_incremental_2kn9zbq1,1.0,0.01
0,incremental,Fuzzers,2025-12-28T11-19-50_incremental_3xmsq1yt,1.0,0.1
0,incremental,Fuzzers,2025-12-28T11-23-39_incremental_iub7mpke,2.0,0.01
0,incremental,Fuzzers,2025-12-28T11-27-36_incremental_9x2ppc5l,2.0,0.1
0,incremental,Generic,2025-12-28T11-31-32_incremental_gytmlbjv,,0.01
0,incremental,Generic,2025-12-28T11-35-25_incremental_sintdh4g,,0.1
0,incremental,Generic,2025-12-28T11-39-10_incremental_v4tz02ha,0.25,0.01
0,incremental,Generic,2025-12-28T11-43-01_incremental_xczjllzf,0.25,0.1
0,incremental,Generic,2025-12-28T11-46-53_incremental_yk4dvoqi,0.5,0.01
0,incremental,Generic,2025-12-28T11-50-41_incremental_cv81wick,0.5,0.1
0,incremental,Generic,2025-12-28T11-54-31_incremental_n6ljb98i,1.0,0.01
0,incremental,Generic,2025-12-28T11-58-24_incremental_59kcdrt1,1.0,0.1
0,incremental,Generic,2025-12-28T12-02-18_incremental_i5ftatpb,2.0,0.01
0,incremental,Generic,2025-12-28T12-06-10_incremental_cpqgwwik,2.0,0.1
0,incremental,Generic,2025-12-28T12-10-02_incremental_jf5wdd9q,,0.01
0,incremental,Generic,2025-12-28T12-13-48_incremental_u3b8591r,,0.1
0,incremental,Generic,2025-12-28T12-17-34_incremental_6qh281hk,0.25,0.01
0,incremental,Generic,2025-12-28T12-21-20_incremental_rrqgccvx,0.25,0.1
0,incremental,Generic,2025-12-28T12-25-08_incremental_ihlsuj27,0.5,0.01
0,incremental,Generic,2025-12-28T12-28-57_incremental_t5pmvu9k,0.5,0.1
0,incremental,Generic,2025-12-28T12-32-47_incremental_sb0nqzr4,1.0,0.01
0,incremental,Generic,2025-12-28T12-36-34_incremental_41a0dbnz,1.0,0.1
0,incremental,Generic,2025-12-28T12-40-26_incremental_gk7eqqib,2.0,0.01
0,incremental,Generic,2025-12-28T12-44-14_incremental_vlxc8b89,2.0,0.1
0,incremental,Generic,2025-12-28T12-48-08_incremental_ds8rnx52,,0.01
0,incremental,Generic,2025-12-28T12-51-53_incremental_7y4z3qtx,,0.1
