alpha_anom,mode,attack,run_id
8.0,incremental,DoS,2025-12-19T04-53-24_incremental_2t1s8jtu
8.0,incremental,DoS,2025-12-19T04-56-23_incremental_c82eviz4
10.0,incremental,DoS,2025-12-19T04-59-21_incremental_z1ve4tgm
10.0,incremental,DoS,2025-12-19T05-02-18_incremental_r664mc3x
10.0,incremental,DoS,2025-12-19T05-05-12_incremental_99twt7xs
10.0,incremental,DoS,2025-12-19T05-08-10_incremental_8brzjurr
10.0,incremental,DoS,2025-12-19T05-11-08_incremental_50m0wq68
0,incremental,Analysis,2025-12-19T05-14-08_incremental_24d9sxt2
0,incremental,Analysis,2025-12-19T05-16-46_incremental_hfvgke5s
0,incremental,Analysis,2025-12-19T05-19-22_incremental_wcc0xcc8
0,incremental,Analysis,2025-12-19T05-21-59_incremental_spaiggp5
0,incremental,Analysis,2025-12-19T05-24-37_incremental_miys1v20
0.1,incremental,Analysis,2025-12-19T05-27-13_incremental_f3v8f0vp
0.1,incremental,Analysis,2025-12-19T05-30-13_incremental_nz8q6x3l
0.1,incremental,Analysis,2025-12-19T05-33-07_incremental_r3outpos
0.1,incremental,Analysis,2025-12-19T05-35-59_incremental_pe5zqux9
0.1,incremental,Analysis,2025-12-19T05-38-49_incremental_szwcl8k3
0.3,incremental,Analysis,2025-12-19T05-41-40_incremental_dd8ry70x
0.3,incremental,Analysis,2025-12-19T05-44-47_incremental_gr9bmwcn
0.3,incremental,Analysis,2025-12-19T05-47-38_incremental_vzj9bya3
0.3,incremental,Analysis,2025-12-19T05-50-29_incremental_2mpu0o18
0.3,incremental,Analysis,2025-12-19T05-53-21_incremental_9w64cejd
0.5,incremental,Analysis,2025-12-19T05-56-12_incremental_5hhbdvhr
0.5,incremental,Analysis,2025-12-19T05-59-04_incremental_2oneacy1
0.5,incremental,Analysis,2025-12-19T06-01-56_incremental_wsbx888t
0.5,incremental,Analysis,2025-12-19T06-04-47_incremental_tdsi5hwg
0.5,incremental,Analysis,2025-12-19T06-07-37_incremental_bgwhwse0
1.0,incremental,Analysis,2025-12-19T06-10-28_incremental_h62geoim
1.0,incremental,Analysis,2025-12-19T06-13-19_incremental_zlbnhnda
1.0,incremental,Analysis,2025-12-19T06-16-12_incremental_3disisw5
1.0,incremental,Analysis,2025-12-19T06-19-04_incremental_xfwicuvv
1.0,incremental,Analysis,2025-12-19T06-21-56_incremental_8bkjgbcd
2.0,incremental,Analysis,2025-12-19T06-24-47_incremental_pd9tpc6q
2.0,incremental,Analysis,2025-12-19T06-27-40_incremental_kp3n3gwl
2.0,incremental,Analysis,2025-12-19T06-30-32_incremental_g2m2ae0i
2.0,incremental,Analysis,2025-12-19T06-33-23_incremental_8kw3kmqi
2.0,incremental,Analysis,2025-12-19T06-36-13_incremental_fyfm8lq4
4.0,incremental,Analysis,2025-12-19T06-39-05_incremental_gucyfp9u
4.0,incremental,Analysis,2025-12-19T06-41-54_incremental_89u8mlva
4.0,incremental,Analysis,2025-12-19T06-44-45_incremental_ummzeen9
4.0,incremental,Analysis,2025-12-19T06-47-35_incremental_nfl801xh
4.0,incremental,Analysis,2025-12-19T06-50-25_incremental_iwe91gd0
6.0,incremental,Analysis,2025-12-19T06-53-17_incremental_gzjja0bd
6.0,incremental,Analysis,2025-12-19T06-56-06_incremental_idgjt07g
6.0,incremental,Analysis,2025-12-19T06-58-55_incremental_tdarjgya
6.0,incremental,Analysis,2025-12-19T07-01-44_incremental_h8lhofck
6.0,incremental,Analysis,2025-12-19T07-04-35_incremental_u1evhcoy
8.0,incremental,Analysis,2025-12-19T07-07-24_incremental_7k0vvq2h
8.0,incremental,Analysis,2025-12-19T07-10-14_incremental_fztevtfv
8.0,incremental,Analysis,2025-12-19T07-13-11_incremental_gu9ruveo
8.0,incremental,Analysis,2025-12-19T07-16-02_incremental_jisyewy5
8.0,incremental,Analysis,2025-12-19T07-18-53_incremental_49kxr0lk
10.0,incremental,Analysis,2025-12-19T07-21-45_incremental_u5zohrtt
10.0,incremental,Analysis,2025-12-19T07-24-37_incremental_ofq27rpv
10.0,incremental,Analysis,2025-12-19T07-27-29_incremental_0rb7zsm4
10.0,incremental,Analysis,2025-12-19T07-30-20_incremental_eyz76j7c
10.0,incremental,Analysis,2025-12-19T07-33-10_incremental_84rohqpd
0,incremental,Backdoor,2025-12-19T07-36-02_incremental_qfg7nwbn
0,incremental,Backdoor,2025-12-19T07-38-32_incremental_yogd0u7z
0,incremental,Backdoor,2025-12-19T07-41-01_incremental_jxzrrzfr
0,incremental,Backdoor,2025-12-19T07-43-29_incremental_cwbmuqp8
0,incremental,Backdoor,2025-12-19T07-46-01_incremental_n651olyu
0.1,incremental,Backdoor,2025-12-19T07-48-31_incremental_db1ofrls
0.1,incremental,Backdoor,2025-12-19T07-51-20_incremental_4f9yoh4n
0.1,incremental,Backdoor,2025-12-19T07-54-09_incremental_h7am9syi
0.1,incremental,Backdoor,2025-12-19T07-57-00_incremental_rb3ymh7d
0.1,incremental,Backdoor,2025-12-19T07-59-53_incremental_rgubjxeb
0.3,incremental,Backdoor,2025-12-19T08-02-43_incremental_x322onyf
0.3,incremental,Backdoor,2025-12-19T08-05-34_incremental_plxoqgc2
0.3,incremental,Backdoor,2025-12-19T08-08-27_incremental_rg162u5f
0.3,incremental,Backdoor,2025-12-19T08-11-16_incremental_584cf58k
0.3,incremental,Backdoor,2025-12-19T08-14-13_incremental_rd7t8oj6
0.5,incremental,Backdoor,2025-12-19T08-17-02_incremental_r7rek8gn
0.5,incremental,Backdoor,2025-12-19T08-19-53_incremental_ar25fgey
0.5,incremental,Backdoor,2025-12-19T08-22-41_incremental_8y2nj6vk
0.5,incremental,Backdoor,2025-12-19T08-25-33_incremental_oaxo350f
0.5,incremental,Backdoor,2025-12-19T08-28-23_incremental_tm8b7sw3
1.0,incremental,Backdoor,2025-12-19T08-31-13_incremental_o7mb2ngo
1.0,incremental,Backdoor,2025-12-19T08-34-03_incremental_rdu7xpc6
1.0,incremental,Backdoor,2025-12-19T08-36-52_incremental_dldv3v50
1.0,incremental,Backdoor,2025-12-19T08-39-42_incremental_w7k3eqhr
1.0,incremental,Backdoor,2025-12-19T08-42-34_incremental_3ndcx6xx
2.0,incremental,Backdoor,2025-12-19T08-45-24_incremental_9ar6qv1m
2.0,incremental,Backdoor,2025-12-19T08-48-15_incremental_g27aixqz
2.0,incremental,Backdoor,2025-12-19T08-51-04_incremental_anbz1f4j
2.0,incremental,Backdoor,2025-12-19T08-53-53_incremental_sm86jjok
2.0,incremental,Backdoor,2025-12-19T08-56-42_incremental_pfu7dzhx
4.0,incremental,Backdoor,2025-12-19T08-59-32_incremental_731ogjkj
4.0,incremental,Backdoor,2025-12-19T09-02-21_incremental_6ptp54jk
4.0,incremental,Backdoor,2025-12-19T09-05-11_incremental_zw8s3me7
4.0,incremental,Backdoor,2025-12-19T09-08-01_incremental_5may0k8i
4.0,incremental,Backdoor,2025-12-19T09-10-52_incremental_ymvcefnm
6.0,incremental,Backdoor,2025-12-19T09-13-41_incremental_5k67d0pl
6.0,incremental,Backdoor,2025-12-19T09-16-34_incremental_2ittledq
6.0,incremental,Backdoor,2025-12-19T09-19-24_incremental_7aijan9n
6.0,incremental,Backdoor,2025-12-19T09-22-15_incremental_e2sa2zgn
6.0,incremental,Backdoor,2025-12-19T09-25-10_incremental_ol3465u7
8.0,incremental,Backdoor,2025-12-19T09-28-01_incremental_0cn8mpr6
8.0,incremental,Backdoor,2025-12-19T09-30-52_incremental_2mkhi2y0
8.0,incremental,Backdoor,2025-12-19T09-33-44_incremental_tmnk5pbj
8.0,incremental,Backdoor,2025-12-19T09-36-34_incremental_1pwdk5wv
8.0,incremental,Backdoor,2025-12-19T09-39-25_incremental_uikr6wv3
10.0,incremental,Backdoor,2025-12-19T09-42-15_incremental_kha7wh8t
10.0,incremental,Backdoor,2025-12-19T09-45-04_incremental_9pm5hezc
10.0,incremental,Backdoor,2025-12-19T09-47-54_incremental_8lb0whv4
10.0,incremental,Backdoor,2025-12-19T09-50-45_incremental_5r5ab467
10.0,incremental,Backdoor,2025-12-19T09-53-34_incremental_akdmvzht
0,incremental,Exploits,2025-12-19T09-56-25_incremental_aa7vcr25
0,incremental,Exploits,2025-12-19T09-58-54_incremental_i46lo3nl
0,incremental,Exploits,2025-12-19T10-01-25_incremental_lmg12bqj
0,incremental,Exploits,2025-12-19T10-03-55_incremental_zb1lw3f7
0,incremental,Exploits,2025-12-19T10-06-27_incremental_0zvzaph4
0.1,incremental,Exploits,2025-12-19T10-08-58_incremental_puj2sgfv
0.1,incremental,Exploits,2025-12-19T10-11-49_incremental_48ayupvw
0.1,incremental,Exploits,2025-12-19T10-14-39_incremental_czsxhjs6
0.1,incremental,Exploits,2025-12-19T10-17-30_incremental_n6133mkg
0.1,incremental,Exploits,2025-12-19T10-20-21_incremental_ipb9ibes
0.3,incremental,Exploits,2025-12-19T10-23-16_incremental_zxfvr0tc
0.3,incremental,Exploits,2025-12-19T10-26-07_incremental_ku1smvoe
0.3,incremental,Exploits,2025-12-19T10-28-58_incremental_9spy6zp9
0.3,incremental,Exploits,2025-12-19T10-31-48_incremental_57sei8x7
0.3,incremental,Exploits,2025-12-19T10-34-41_incremental_jwsclpu0
0.5,incremental,Exploits,2025-12-19T10-37-31_incremental_55xnyb5o
0.5,incremental,Exploits,2025-12-19T10-40-23_incremental_5r6wnnhp
0.5,incremental,Exploits,2025-12-19T10-43-14_incremental_aepbczxt
0.5,incremental,Exploits,2025-12-19T10-46-04_incremental_o3ub0zgj
0.5,incremental,Exploits,2025-12-19T10-48-54_incremental_tqaaq3ov
1.0,incremental,Exploits,2025-12-19T10-51-46_incremental_zjx5wbyl
1.0,incremental,Exploits,2025-12-19T10-54-35_incremental_yhr5nqya
1.0,incremental,Exploits,2025-12-19T10-57-25_incremental_m5jkl49i
1.0,incremental,Exploits,2025-12-19T11-00-16_incremental_ish478uk
1.0,incremental,Exploits,2025-12-19T11-03-05_incremental_eel4w6mq
2.0,incremental,Exploits,2025-12-19T11-06-00_incremental_ot1dzu1v
2.0,incremental,Exploits,2025-12-19T11-08-50_incremental_fale8067
2.0,incremental,Exploits,2025-12-19T11-11-37_incremental_48t94yvi
2.0,incremental,Exploits,2025-12-19T11-14-27_incremental_rts1chmw
2.0,incremental,Exploits,2025-12-19T11-17-14_incremental_f62mdgo7
4.0,incremental,Exploits,2025-12-19T11-20-05_incremental_6a9ub6l2
