Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Proto,Timestamp,class,attack_label
59.166.0.7,49505,149.171.126.0,25,tcp,2015-01-22 20:00:09,Benign,0
175.45.176.0,4706,149.171.126.7,1501,tcp,2015-01-22 20:00:09,Benign,0
175.45.176.1,28814,149.171.126.8,53,udp,2015-01-22 20:00:09,Benign,0
59.166.0.7,1737,149.171.126.7,53,udp,2015-01-22 20:00:09,Benign,0
59.166.0.7,46507,149.171.126.0,13142,tcp,2015-01-22 20:00:09,Benign,0
59.166.0.4,32229,149.171.126.1,53,udp,2015-01-22 20:00:09,Benign,0
59.166.0.8,14653,149.171.126.5,6881,tcp,2015-01-22 20:00:08,Benign,0
175.45.176.0,6092,149.171.126.6,4274,tcp,2015-01-22 20:00:09,Benign,0
59.166.0.6,59143,149.171.126.5,53,udp,2015-01-22 20:00:09,Benign,0
59.166.0.7,31743,149.171.126.1,53,udp,2015-01-22 20:00:09,Benign,0
59.166.0.7,52800,149.171.126.0,21,tcp,2015-01-22 20:00:09,Benign,0
59.166.0.4,35132,149.171.126.4,22,tcp,2015-01-22 20:00:01,Benign,0
59.166.0.7,3618,149.171.126.0,35397,tcp,2015-01-22 20:00:09,Benign,0
59.166.0.5,63578,149.171.126.7,80,tcp,2015-01-22 20:00:08,Benign,0
175.45.176.2,45229,149.171.126.9,53,udp,2015-01-22 20:00:09,Benign,0
175.45.176.2,52231,149.171.126.2,58101,tcp,2015-01-22 20:00:09,Benign,0
59.166.0.7,1558,149.171.126.0,27976,tcp,2015-01-22 20:00:09,Benign,0
175.45.176.2,55663,149.171.126.5,111,udp,2015-01-22 20:00:09,Benign,0
59.166.0.6,1797,149.171.126.7,5190,tcp,2015-01-22 20:00:08,Benign,0
59.166.0.6,46688,149.171.126.4,53,udp,2015-01-22 20:00:09,Benign,0
175.45.176.2,1690,149.171.126.2,53854,tcp,2015-01-22 20:00:09,Benign,0
175.45.176.2,58319,149.171.126.5,54900,tcp,2015-01-22 20:00:09,Benign,0
175.45.176.3,10642,149.171.126.0,53,udp,2015-01-22 20:00:10,Benign,0
59.166.0.9,21947,149.171.126.3,1392,tcp,2015-01-22 20:00:10,Benign,0
59.166.0.6,36809,149.171.126.9,53,udp,2015-01-22 20:00:10,Benign,0
59.166.0.8,35868,149.171.126.6,53,udp,2015-01-22 20:00:10,Benign,0
59.166.0.9,1775,149.171.126.0,43771,tcp,2015-01-22 20:00:10,Benign,0
175.45.176.1,30594,149.171.126.1,80,tcp,2015-01-22 20:00:09,Benign,0
59.166.0.7,17051,149.171.126.0,53,udp,2015-01-22 20:00:10,Benign,0
59.166.0.6,50156,149.171.126.9,80,tcp,2015-01-22 20:00:09,Benign,0
59.166.0.8,15592,149.171.126.5,6881,tcp,2015-01-22 20:00:08,Benign,0
175.45.176.3,41903,149.171.126.1,25,tcp,2015-01-22 20:00:10,Benign,0
59.166.0.6,1710,149.171.126.0,25,tcp,2015-01-22 20:00:10,Benign,0
59.166.0.9,23841,149.171.126.2,21746,tcp,2015-01-22 20:00:10,Benign,0
59.166.0.9,25343,149.171.126.8,23402,tcp,2015-01-22 20:00:10,Benign,0
175.45.176.3,38243,149.171.126.4,53,udp,2015-01-22 20:00:10,Benign,0
59.166.0.5,21456,149.171.126.1,53,udp,2015-01-22 20:00:10,Benign,0
59.166.0.9,37377,149.171.126.5,53,udp,2015-01-22 20:00:10,Benign,0
59.166.0.4,46369,149.171.126.4,80,tcp,2015-01-22 20:00:09,Benign,0
59.166.0.6,24906,149.171.126.2,80,tcp,2015-01-22 20:00:09,Benign,0
59.166.0.8,35908,149.171.126.5,6881,tcp,2015-01-22 20:00:08,Benign,0
59.166.0.9,63859,149.171.126.2,80,tcp,2015-01-22 20:00:10,Benign,0
175.45.176.1,4522,149.171.126.1,30029,udp,2015-01-22 20:00:11,Benign,0
59.166.0.9,58222,149.171.126.8,61003,tcp,2015-01-22 20:00:11,Benign,0
175.45.176.3,12464,149.171.126.9,80,tcp,2015-01-22 20:00:10,Benign,0
175.45.176.2,9319,149.171.126.4,5190,tcp,2015-01-22 20:00:11,Benign,0
59.166.0.6,2620,149.171.126.2,25,tcp,2015-01-22 20:00:11,Benign,0
175.45.176.1,5892,149.171.126.1,4341,tcp,2015-01-22 20:00:11,Benign,0
59.166.0.5,24140,149.171.126.6,53,udp,2015-01-22 20:00:11,Benign,0
59.166.0.9,30271,149.171.126.8,28039,tcp,2015-01-22 20:00:11,Benign,0
59.166.0.7,18463,149.171.126.3,80,tcp,2015-01-22 20:00:10,Benign,0
175.45.176.2,44691,149.171.126.9,80,tcp,2015-01-22 20:00:09,Benign,0
175.45.176.3,48212,149.171.126.4,46156,tcp,2015-01-22 20:00:11,Benign,0
59.166.0.6,1075,149.171.126.6,53,udp,2015-01-22 20:00:11,Benign,0
59.166.0.6,2338,149.171.126.9,32986,tcp,2015-01-22 20:00:11,Benign,0
59.166.0.6,52848,149.171.126.8,5708,tcp,2015-01-22 20:00:11,Benign,0
59.166.0.7,26263,149.171.126.7,53,udp,2015-01-22 20:00:11,Benign,0
59.166.0.7,38521,149.171.126.5,80,tcp,2015-01-22 20:00:11,Benign,0
59.166.0.7,45116,149.171.126.5,50046,tcp,2015-01-22 20:00:11,Benign,0
59.166.0.7,57528,149.171.126.7,143,tcp,2015-01-22 20:00:11,Benign,0
175.45.176.1,46485,149.171.126.1,111,udp,2015-01-22 20:00:11,Benign,0
175.45.176.3,2552,149.171.126.0,2158,tcp,2015-01-22 20:00:11,Benign,0
59.166.0.8,48625,149.171.126.8,53,udp,2015-01-22 20:00:11,Benign,0
59.166.0.5,23288,149.171.126.6,25,tcp,2015-01-22 20:00:10,Benign,0
59.166.0.7,38948,149.171.126.9,53,udp,2015-01-22 20:00:11,Benign,0
59.166.0.7,8682,149.171.126.9,6823,tcp,2015-01-22 20:00:11,Benign,0
59.166.0.5,1503,149.171.126.0,53,udp,2015-01-22 20:00:12,Benign,0
59.166.0.8,15235,149.171.126.1,44324,udp,2015-01-22 20:00:12,Benign,0
59.166.0.8,6267,149.171.126.9,25,tcp,2015-01-22 20:00:11,Benign,0
59.166.0.5,25248,149.171.126.8,5190,tcp,2015-01-22 20:00:12,Benign,0
59.166.0.9,56432,149.171.126.2,143,tcp,2015-01-22 20:00:12,Benign,0
59.166.0.5,25812,149.171.126.8,80,tcp,2015-01-22 20:00:11,Benign,0
175.45.176.2,1092,149.171.126.3,5190,tcp,2015-01-22 20:00:12,Benign,0
59.166.0.9,27245,149.171.126.0,53,udp,2015-01-22 20:00:12,Benign,0
59.166.0.7,28101,149.171.126.4,53,udp,2015-01-22 20:00:12,Benign,0
59.166.0.8,16378,149.171.126.1,15026,tcp,2015-01-22 20:00:12,Benign,0
59.166.0.8,36798,149.171.126.5,6881,tcp,2015-01-22 20:00:08,Benign,0
59.166.0.8,12993,149.171.126.4,53,udp,2015-01-22 20:00:12,Benign,0
59.166.0.8,14730,149.171.126.9,25,tcp,2015-01-22 20:00:12,Benign,0
59.166.0.9,65101,149.171.126.0,53,udp,2015-01-22 20:00:12,Benign,0
59.166.0.8,64156,149.171.126.2,80,tcp,2015-01-22 20:00:10,Benign,0
59.166.0.8,13668,149.171.126.1,111,udp,2015-01-22 20:00:12,Benign,0
59.166.0.6,23939,149.171.126.4,53,udp,2015-01-22 20:00:12,Benign,0
175.45.176.3,36104,149.171.126.0,53,udp,2015-01-22 20:00:12,Benign,0
59.166.0.5,22807,149.171.126.7,80,tcp,2015-01-22 20:00:12,Benign,0
59.166.0.6,55553,149.171.126.1,80,tcp,2015-01-22 20:00:12,Benign,0
175.45.176.0,11433,149.171.126.2,11522,tcp,2015-01-22 20:00:13,Benign,0
175.45.176.0,5101,149.171.126.2,1501,tcp,2015-01-22 20:00:13,Benign,0
59.166.0.4,31139,149.171.126.0,143,tcp,2015-01-22 20:00:13,Benign,0
59.166.0.9,58642,149.171.126.0,80,tcp,2015-01-22 20:00:12,Benign,0
175.45.176.0,10066,149.171.126.9,6494,tcp,2015-01-22 20:00:13,Benign,0
175.45.176.3,3550,149.171.126.6,53,udp,2015-01-22 20:00:13,Benign,0
59.166.0.6,5057,149.171.126.9,53,udp,2015-01-22 20:00:13,Benign,0
59.166.0.4,57227,149.171.126.6,53,udp,2015-01-22 20:00:13,Benign,0
59.166.0.6,44182,149.171.126.1,5190,tcp,2015-01-22 20:00:13,Benign,0
175.45.176.0,11724,149.171.126.6,39343,tcp,2015-01-22 20:00:13,Benign,0
175.45.176.0,12947,149.171.126.9,11002,tcp,2015-01-22 20:00:13,Benign,0
59.166.0.8,47763,149.171.126.8,33273,tcp,2015-01-22 20:00:13,Benign,0
59.166.0.8,52910,149.171.126.8,16213,udp,2015-01-22 20:00:13,Benign,0
175.45.176.3,64430,149.171.126.9,25,tcp,2015-01-22 20:00:12,Benign,0
59.166.0.8,32086,149.171.126.8,111,udp,2015-01-22 20:00:13,Benign,0
175.45.176.0,6669,149.171.126.3,48713,tcp,2015-01-22 20:00:13,Benign,0
59.166.0.6,45945,149.171.126.0,25,tcp,2015-01-22 20:00:13,Benign,0
59.166.0.7,45123,149.171.126.7,53,udp,2015-01-22 20:00:13,Benign,0
59.166.0.9,40026,149.171.126.3,53,udp,2015-01-22 20:00:13,Benign,0
175.45.176.3,43129,149.171.126.4,80,tcp,2015-01-22 20:00:13,Benign,0
175.45.176.0,25053,149.171.126.6,23867,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.5,30637,149.171.126.9,53,udp,2015-01-22 20:00:14,Benign,0
59.166.0.7,20757,149.171.126.5,25911,tcp,2015-01-22 20:00:14,Benign,0
175.45.176.0,24048,149.171.126.6,22310,udp,2015-01-22 20:00:14,Benign,0
59.166.0.6,51825,149.171.126.9,28002,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.7,26335,149.171.126.4,53,udp,2015-01-22 20:00:14,Benign,0
59.166.0.7,59174,149.171.126.3,16529,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.9,35405,149.171.126.1,80,tcp,2015-01-22 20:00:13,Benign,0
175.45.176.2,23604,149.171.126.6,24885,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.8,16986,149.171.126.3,25,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.7,29719,149.171.126.8,80,tcp,2015-01-22 20:00:12,Benign,0
59.166.0.7,8943,149.171.126.4,80,tcp,2015-01-22 20:00:13,Benign,0
175.45.176.2,25049,149.171.126.7,59031,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.6,58112,149.171.126.9,60700,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.4,36164,149.171.126.1,34042,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.7,26113,149.171.126.2,22311,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.8,34724,149.171.126.3,53,udp,2015-01-22 20:00:14,Benign,0
59.166.0.6,28671,149.171.126.2,22,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.7,60395,149.171.126.9,1907,tcp,2015-01-22 20:00:14,Benign,0
175.45.176.0,60321,149.171.126.6,111,udp,2015-01-22 20:00:14,Benign,0
59.166.0.4,15024,149.171.126.3,12762,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.5,32523,149.171.126.1,25,tcp,2015-01-22 20:00:14,Benign,0
59.166.0.7,57678,149.171.126.5,80,tcp,2015-01-22 20:00:14,Benign,0
175.45.176.0,11245,149.171.126.9,8964,tcp,2015-01-22 20:00:15,Benign,0
175.45.176.3,37233,149.171.126.7,5190,tcp,2015-01-22 20:00:15,Benign,0
59.166.0.9,2450,149.171.126.6,2528,tcp,2015-01-22 20:00:15,Benign,0
59.166.0.9,3969,149.171.126.1,1976,tcp,2015-01-22 20:00:15,Benign,0
175.45.176.0,15894,149.171.126.7,34780,udp,2015-01-22 20:00:15,Benign,0
175.45.176.2,12925,149.171.126.2,111,udp,2015-01-22 20:00:15,Benign,0
59.166.0.6,40782,149.171.126.7,53,udp,2015-01-22 20:00:15,Benign,0
59.166.0.7,32945,149.171.126.5,111,udp,2015-01-22 20:00:15,Benign,0
59.166.0.9,42980,149.171.126.7,49864,tcp,2015-01-22 20:00:15,Benign,0
175.45.176.0,9364,149.171.126.6,9172,tcp,2015-01-22 20:00:15,Benign,0
59.166.0.9,39053,149.171.126.9,42049,tcp,2015-01-22 20:00:15,Benign,0
