Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Proto,Timestamp,class,attack_label
59.166.0.3,11920,149.171.126.7,39849,tcp,2015-01-22 19:44:10,Benign,0
59.166.0.5,46064,149.171.126.2,43962,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.5,6551,149.171.126.8,2139,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.9,44029,149.171.126.9,53,udp,2015-01-22 19:44:11,Benign,0
59.166.0.8,61812,149.171.126.6,80,tcp,2015-01-22 19:44:10,Benign,0
59.166.0.5,54776,149.171.126.3,53,udp,2015-01-22 19:44:11,Benign,0
59.166.0.3,4358,149.171.126.7,143,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.4,2321,149.171.126.0,33146,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.8,52698,149.171.126.6,53,udp,2015-01-22 19:44:11,Benign,0
59.166.0.3,46830,149.171.126.0,53,udp,2015-01-22 19:44:11,Benign,0
59.166.0.5,9156,149.171.126.3,22,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.9,39611,149.171.126.3,53,udp,2015-01-22 19:44:11,Benign,0
59.166.0.6,57840,149.171.126.9,5190,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.4,18000,149.171.126.3,80,tcp,2015-01-22 19:44:10,Benign,0
59.166.0.5,1185,149.171.126.6,53,udp,2015-01-22 19:44:11,Benign,0
59.166.0.5,28719,149.171.126.4,80,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.9,7945,149.171.126.7,25,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.4,33555,149.171.126.9,57689,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.5,29841,149.171.126.5,6881,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.4,43669,149.171.126.3,6881,tcp,2015-01-22 19:43:58,Benign,0
59.166.0.9,7945,149.171.126.7,25,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.5,46872,149.171.126.1,80,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.7,62129,149.171.126.1,7947,tcp,2015-01-22 19:44:12,Benign,0
59.166.0.2,62035,149.171.126.5,53,udp,2015-01-22 19:44:12,Benign,0
59.166.0.8,57840,149.171.126.6,5190,tcp,2015-01-22 19:44:12,Benign,0
59.166.0.7,25855,149.171.126.9,61703,tcp,2015-01-22 19:44:12,Benign,0
59.166.0.1,20358,149.171.126.7,53,udp,2015-01-22 19:44:12,Benign,0
59.166.0.2,55025,149.171.126.6,25,tcp,2015-01-22 19:44:12,Benign,0
59.166.0.3,65033,149.171.126.9,5190,tcp,2015-01-22 19:44:12,Benign,0
59.166.0.2,61372,149.171.126.6,53,udp,2015-01-22 19:44:12,Benign,0
59.166.0.8,40832,149.171.126.1,53,udp,2015-01-22 19:44:12,Benign,0
59.166.0.9,11429,149.171.126.6,143,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.1,41533,149.171.126.3,5190,tcp,2015-01-22 19:44:12,Benign,0
59.166.0.4,63755,149.171.126.8,53,udp,2015-01-22 19:44:12,Benign,0
59.166.0.1,23263,149.171.126.3,80,tcp,2015-01-22 19:44:12,Benign,0
59.166.0.5,32020,149.171.126.7,55351,udp,2015-01-22 19:44:13,Benign,0
59.166.0.4,19414,149.171.126.2,80,tcp,2015-01-22 19:44:12,Benign,0
59.166.0.4,44377,149.171.126.0,7040,tcp,2015-01-22 19:44:13,Benign,0
59.166.0.4,48980,149.171.126.0,111,udp,2015-01-22 19:44:13,Benign,0
59.166.0.4,6685,149.171.126.3,6881,tcp,2015-01-22 19:43:58,Benign,0
59.166.0.3,64853,149.171.126.0,22,tcp,2015-01-22 19:44:12,Benign,0
59.166.0.6,42288,149.171.126.0,5190,tcp,2015-01-22 19:44:13,Benign,0
59.166.0.0,45588,149.171.126.6,53,udp,2015-01-22 19:44:13,Benign,0
59.166.0.4,50775,149.171.126.8,53,udp,2015-01-22 19:44:13,Benign,0
59.166.0.9,39906,149.171.126.1,53,udp,2015-01-22 19:44:13,Benign,0
59.166.0.5,30724,149.171.126.5,6881,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.8,34050,149.171.126.2,80,tcp,2015-01-22 19:44:12,Benign,0
59.166.0.5,12615,149.171.126.3,5190,tcp,2015-01-22 19:44:13,Benign,0
59.166.0.2,34004,149.171.126.1,143,tcp,2015-01-22 19:44:13,Benign,0
59.166.0.3,42210,149.171.126.2,48376,tcp,2015-01-22 19:44:13,Benign,0
59.166.0.3,4825,149.171.126.2,44217,tcp,2015-01-22 19:44:13,Benign,0
59.166.0.6,46127,149.171.126.1,53,udp,2015-01-22 19:44:13,Benign,0
59.166.0.4,7217,149.171.126.0,52531,udp,2015-01-22 19:44:13,Benign,0
59.166.0.5,52079,149.171.126.7,111,udp,2015-01-22 19:44:13,Benign,0
59.166.0.5,52692,149.171.126.7,31825,tcp,2015-01-22 19:44:13,Benign,0
59.166.0.2,12722,149.171.126.4,53,udp,2015-01-22 19:44:13,Benign,0
59.166.0.8,57175,149.171.126.9,53,udp,2015-01-22 19:44:14,Benign,0
59.166.0.0,38939,149.171.126.6,80,tcp,2015-01-22 19:44:13,Benign,0
59.166.0.2,22775,149.171.126.6,53,udp,2015-01-22 19:44:14,Benign,0
59.166.0.6,61370,149.171.126.9,22,tcp,2015-01-22 19:44:14,Benign,0
59.166.0.4,52328,149.171.126.1,80,tcp,2015-01-22 19:44:13,Benign,0
59.166.0.6,59609,149.171.126.0,5190,tcp,2015-01-22 19:44:14,Benign,0
59.166.0.7,34725,149.171.126.3,6189,tcp,2015-01-22 19:44:14,Benign,0
59.166.0.9,20588,149.171.126.7,5190,tcp,2015-01-22 19:44:14,Benign,0
59.166.0.4,7612,149.171.126.3,6881,tcp,2015-01-22 19:43:58,Benign,0
59.166.0.8,15672,149.171.126.5,5190,tcp,2015-01-22 19:44:14,Benign,0
59.166.0.9,29459,149.171.126.8,16658,tcp,2015-01-22 19:44:14,Benign,0
59.166.0.1,51844,149.171.126.9,53,udp,2015-01-22 19:44:14,Benign,0
59.166.0.9,50544,149.171.126.9,29089,tcp,2015-01-22 19:44:14,Benign,0
59.166.0.5,60750,149.171.126.9,53,udp,2015-01-22 19:44:14,Benign,0
59.166.0.7,16844,149.171.126.5,34306,tcp,2015-01-22 19:44:14,Benign,0
59.166.0.0,10706,149.171.126.5,7327,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.0,44039,149.171.126.2,30830,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.4,40806,149.171.126.3,37945,udp,2015-01-22 19:44:15,Benign,0
59.166.0.6,12350,149.171.126.9,35680,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.7,6802,149.171.126.6,5190,tcp,2015-01-22 19:44:15,Benign,0
10.40.182.3,0,10.40.182.3,0,arp,2015-01-22 19:43:15,Benign,0
10.40.170.2,0,10.40.170.2,0,arp,2015-01-22 19:43:15,Benign,0
10.40.182.3,0,10.40.182.3,0,arp,2015-01-22 19:43:15,Benign,0
59.166.0.5,31590,149.171.126.5,6881,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.3,41543,149.171.126.5,6881,tcp,2015-01-22 19:44:02,Benign,0
59.166.0.8,31372,149.171.126.8,80,tcp,2015-01-22 19:44:14,Benign,0
59.166.0.4,32502,149.171.126.8,53,udp,2015-01-22 19:44:15,Benign,0
59.166.0.0,10480,149.171.126.3,8567,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.4,41410,149.171.126.3,111,udp,2015-01-22 19:44:15,Benign,0
59.166.0.8,15805,149.171.126.4,53,udp,2015-01-22 19:44:15,Benign,0
59.166.0.9,1826,149.171.126.9,5190,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.1,45669,149.171.126.8,5190,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.6,13856,149.171.126.0,41623,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.6,14981,149.171.126.7,5190,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.5,26766,149.171.126.4,80,tcp,2015-01-22 19:44:14,Benign,0
59.166.0.0,8929,149.171.126.1,10521,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.4,33816,149.171.126.3,40619,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.9,12221,149.171.126.4,80,tcp,2015-01-22 19:44:13,Benign,0
59.166.0.2,25257,149.171.126.3,143,tcp,2015-01-22 19:44:14,Benign,0
10.40.170.2,0,10.40.170.2,0,arp,2015-01-22 19:43:15,Benign,0
59.166.0.4,2835,149.171.126.5,61834,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.4,61857,149.171.126.4,53,udp,2015-01-22 19:44:16,Benign,0
59.166.0.4,54255,149.171.126.5,21,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.6,56892,149.171.126.9,25,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.3,12889,149.171.126.5,6881,tcp,2015-01-22 19:44:02,Benign,0
59.166.0.1,31917,149.171.126.4,80,tcp,2015-01-22 19:44:14,Benign,0
59.166.0.4,47259,149.171.126.8,80,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.4,25117,149.171.126.8,53,udp,2015-01-22 19:44:16,Benign,0
59.166.0.4,30524,149.171.126.8,28494,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.6,20380,149.171.126.6,53,udp,2015-01-22 19:44:16,Benign,0
59.166.0.6,27511,149.171.126.1,53,udp,2015-01-22 19:44:16,Benign,0
59.166.0.9,1925,149.171.126.4,5190,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.0,54182,149.171.126.9,5190,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.4,28963,149.171.126.5,58276,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.8,17284,149.171.126.3,25,tcp,2015-01-22 19:44:15,Benign,0
59.166.0.4,1868,149.171.126.5,43267,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.4,53170,149.171.126.5,57753,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.4,31276,149.171.126.4,53,udp,2015-01-22 19:44:16,Benign,0
59.166.0.6,59961,149.171.126.0,143,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.7,56419,149.171.126.0,61050,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.5,54131,149.171.126.5,6881,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.7,55867,149.171.126.9,35180,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.7,62640,149.171.126.4,53,udp,2015-01-22 19:44:16,Benign,0
59.166.0.7,57388,149.171.126.1,80,tcp,2015-01-22 19:44:00,Benign,0
59.166.0.4,13852,149.171.126.0,5190,tcp,2015-01-22 19:44:17,Benign,0
59.166.0.5,8682,149.171.126.0,111,udp,2015-01-22 19:44:17,Benign,0
59.166.0.9,41840,149.171.126.0,53,udp,2015-01-22 19:44:17,Benign,0
59.166.0.2,46606,149.171.126.2,5190,tcp,2015-01-22 19:44:17,Benign,0
59.166.0.3,63943,149.171.126.6,53,udp,2015-01-22 19:44:17,Benign,0
59.166.0.3,64074,149.171.126.7,80,tcp,2015-01-22 19:44:17,Benign,0
59.166.0.8,4960,149.171.126.4,51827,tcp,2015-01-22 19:44:17,Benign,0
59.166.0.3,37682,149.171.126.9,53,udp,2015-01-22 19:44:17,Benign,0
59.166.0.5,10159,149.171.126.0,42038,udp,2015-01-22 19:44:17,Benign,0
59.166.0.8,42234,149.171.126.1,48587,tcp,2015-01-22 19:44:17,Benign,0
59.166.0.7,20295,149.171.126.8,80,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.8,40985,149.171.126.0,5190,tcp,2015-01-22 19:44:17,Benign,0
59.166.0.4,47290,149.171.126.1,80,tcp,2015-01-22 19:44:04,Benign,0
59.166.0.4,61347,149.171.126.0,80,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.0,22075,149.171.126.9,38660,udp,2015-01-22 19:44:17,Benign,0
59.166.0.5,38834,149.171.126.0,9953,tcp,2015-01-22 19:44:17,Benign,0
59.166.0.3,13914,149.171.126.5,6881,tcp,2015-01-22 19:44:02,Benign,0
59.166.0.4,54277,149.171.126.3,80,tcp,2015-01-22 19:44:16,Benign,0
59.166.0.0,20665,149.171.126.9,111,udp,2015-01-22 19:44:17,Benign,0
59.166.0.8,11924,149.171.126.7,5190,tcp,2015-01-22 19:44:17,Benign,0
59.166.0.5,33538,149.171.126.5,6881,tcp,2015-01-22 19:44:11,Benign,0
59.166.0.0,23214,149.171.126.9,59786,tcp,2015-01-22 19:44:17,Benign,0
59.166.0.1,54961,149.171.126.3,61834,tcp,2015-01-22 19:44:18,Benign,0
59.166.0.1,56014,149.171.126.3,43267,tcp,2015-01-22 19:44:18,Benign,0
59.166.0.8,46213,149.171.126.6,31242,tcp,2015-01-22 19:44:18,Benign,0
59.166.0.8,46521,149.171.126.7,3534,tcp,2015-01-22 19:44:18,Benign,0
59.166.0.9,13891,149.171.126.2,143,tcp,2015-01-22 19:44:17,Benign,0
59.166.0.8,49805,149.171.126.3,47837,tcp,2015-01-22 19:44:18,Benign,0
59.166.0.5,58367,149.171.126.9,5190,tcp,2015-01-22 19:44:18,Benign,0
59.166.0.2,21669,149.171.126.9,58889,tcp,2015-01-22 19:44:18,Benign,0
59.166.0.8,55861,149.171.126.3,53,udp,2015-01-22 19:44:18,Benign,0
59.166.0.1,24426,149.171.126.3,21,tcp,2015-01-22 19:44:18,Benign,0
59.166.0.1,25461,149.171.126.3,57753,tcp,2015-01-22 19:44:18,Benign,0
59.166.0.1,52067,149.171.126.4,53,udp,2015-01-22 19:44:18,Benign,0
