srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,Timestamp
175.45.176.3,49668,149.171.126.7,80,tcp,FIN,1.010939,1684,10168,31,29,3,5,-,12376.61231,76000.63281,14,18,255,255,883296202,884264910,120,565,1,3924,8766.790659,7676.457183,1421955842,1421955843,77.737382,59.434353,0.000708,0.000551,0.000157,0,0,1.0,0.0,0,18,9,2,1,1,1,1,Benign,0,2015-01-22 19:44:02
175.45.176.2,14951,149.171.126.6,53,udp,CON,0.001025,146,178,31,29,0,0,-,569756.125,694634.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955843,1421955843,0.01,0.011,0.0,0.0,0.0,0,0,0.0,0.0,0,7,20,2,1,1,1,1,Benign,0,2015-01-22 19:44:03
59.166.0.4,27545,149.171.126.3,111,udp,CON,0.004571,568,320,31,29,0,0,-,745569.875,420039.375,4,4,0,0,0,0,142,80,0,0,1.666887,1.468189,1421955843,1421955843,1.183667,1.040667,0.0,0.0,0.0,0,0,0.0,0.0,0,12,13,2,3,1,1,2,Benign,0,2015-01-22 19:44:03
59.166.0.4,56591,149.171.126.3,39730,udp,CON,0.001662,536,304,31,29,0,0,-,1935018.125,1097473.0,4,4,0,0,0,0,134,76,0,0,0.60552,0.284257,1421955843,1421955843,0.433667,0.204,0.0,0.0,0.0,0,0,0.0,0.0,0,12,13,2,3,1,1,2,Benign,0,2015-01-22 19:44:03
59.166.0.6,27855,149.171.126.4,53,udp,CON,0.001061,130,162,31,29,0,0,-,490103.6563,610744.5625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421955843,1421955843,0.01,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,10,4,1,1,1,1,1,Benign,0,2015-01-22 19:44:03
59.166.0.7,50296,149.171.126.8,53,udp,CON,0.001084,130,162,31,29,0,0,-,479704.8125,597786.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421955843,1421955843,0.01,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,8,9,4,1,1,1,1,Benign,0,2015-01-22 19:44:03
59.166.0.9,30115,149.171.126.8,31010,tcp,FIN,0.011628,320,1874,31,29,1,2,-,183694.5313,1128311.0,6,8,255,255,3752882237,3756694067,53,234,0,0,151.292813,2.971537,1421955843,1421955843,2.2638,1.590429,0.000621,0.000489,0.000132,0,0,0.0,0.0,0,8,9,4,3,1,1,2,Benign,0,2015-01-22 19:44:03
175.45.176.0,5573,149.171.126.9,80,tcp,FIN,1.111881,1684,10168,31,29,3,5,-,11253.00293,69100.92188,14,18,255,255,943296455,3093864798,120,565,1,3924,8815.455705,7718.685967,1421955842,1421955843,85.502156,65.371941,0.000716,0.000555,0.000161,0,0,1.0,0.0,0,13,9,1,3,1,1,1,Benign,0,2015-01-22 19:44:02
175.45.176.0,23062,149.171.126.1,5190,tcp,FIN,0.139313,1272,2572,31,29,4,4,-,68507.60938,139541.8906,16,18,255,255,1543294211,3693169045,80,143,0,0,499.1996,12.369611,1421955843,1421955843,9.263266,8.162706,0.000657,0.000536,0.000121,0,0,0.0,0.0,0,13,11,3,3,1,1,1,Benign,0,2015-01-22 19:44:03
59.166.0.5,34913,149.171.126.7,5190,tcp,FIN,0.196174,2158,2464,31,29,6,6,-,84374.07813,96322.65625,24,24,255,255,1243293462,3393129254,90,103,0,0,0.0,13.610566,1421955842,1421955843,8.510261,8.506695,0.000669,0.000513,0.000156,0,0,0.0,0.0,0,4,9,2,2,1,1,1,Benign,0,2015-01-22 19:44:02
175.45.176.0,16182,149.171.126.8,53,udp,CON,0.001021,146,178,31,29,0,0,-,571988.25,697355.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955843,1421955843,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,13,9,4,3,1,1,1,Benign,0,2015-01-22 19:44:03
59.166.0.5,60312,149.171.126.1,53,udp,CON,0.001121,146,178,31,29,0,0,-,520963.4063,635147.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955843,1421955843,0.01,0.011,0.0,0.0,0.0,0,0,0.0,0.0,0,4,11,3,2,1,1,1,Benign,0,2015-01-22 19:44:03
59.166.0.4,20134,149.171.126.1,5190,tcp,FIN,0.076223,2158,2568,31,29,6,6,-,217152.2969,259239.3281,24,26,255,255,1483293198,3629052384,90,99,0,0,331.08936,9.548391,1421955843,1421955843,3.297913,3.01928,0.000861,0.000731,0.00013,0,0,0.0,0.0,0,12,11,3,3,1,1,1,Benign,0,2015-01-22 19:44:03
59.166.0.9,50600,149.171.126.8,49439,tcp,FIN,0.225766,424,8824,31,29,1,4,-,13146.35449,286633.0625,8,12,255,255,1603302443,3823063015,53,735,0,0,2195.865209,1743.716568,1421955843,1421955843,32.201571,20.478636,0.000622,0.000498,0.000124,0,0,0.0,0.0,0,8,9,4,3,1,1,2,Benign,0,2015-01-22 19:44:03
59.166.0.9,55009,149.171.126.5,53,udp,CON,0.001028,130,162,31,29,0,0,-,505836.5625,630350.1875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421955843,1421955843,0.01,0.011,0.0,0.0,0.0,0,0,0.0,0.0,0,8,13,1,3,1,1,1,Benign,0,2015-01-22 19:44:03
59.166.0.9,56851,149.171.126.8,21,tcp,FIN,0.794582,2934,3742,31,29,11,15,ftp,28976.24219,36980.44922,52,54,255,255,3752881066,3753893336,56,69,0,0,1410.689712,52.928867,1421955843,1421955844,15.57351,14.981755,0.000668,0.000545,0.000123,0,0,0.0,1.0,1,1,1,4,2,1,1,2,Benign,0,2015-01-22 19:44:03
59.166.0.6,51278,149.171.126.9,143,tcp,FIN,1.265791,7810,15262,31,29,30,32,-,48955.94531,95693.51563,122,126,255,255,3868683772,3873908604,64,121,0,0,686.148837,674.224525,1421955843,1421955844,10.458207,10.121744,0.000775,0.000569,0.000206,0,0,0.0,0.0,0,10,9,3,2,1,1,1,Benign,0,2015-01-22 19:44:03
175.45.176.1,8780,149.171.126.5,53,udp,CON,0.00101,146,178,31,29,0,0,-,578217.8125,704950.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955844,1421955844,0.006,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,7,13,1,2,1,1,1,Benign,0,2015-01-22 19:44:04
175.45.176.3,63194,149.171.126.6,31010,tcp,FIN,0.003755,320,1874,31,29,1,2,-,568841.5625,3494008.0,6,8,255,255,295814478,2445395554,53,234,0,0,39.599855,0.830056,1421955844,1421955844,0.6866,0.457714,0.000709,0.000547,0.000162,0,0,0.0,0.0,0,18,20,6,5,1,1,3,Benign,0,2015-01-22 19:44:04
59.166.0.6,8844,149.171.126.7,53,udp,CON,0.001039,146,178,31,29,0,0,-,562078.9375,685274.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955844,1421955844,0.006,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,10,9,1,2,1,1,1,Benign,0,2015-01-22 19:44:04
175.45.176.3,8146,149.171.126.6,25,tcp,FIN,0.471862,37322,3380,31,29,18,8,-,620605.1875,55948.5625,52,42,255,255,2143295903,4293837924,718,80,0,0,774.860308,26.012393,1421955844,1421955844,9.245353,11.497488,0.000625,0.000461,0.000164,0,0,0.0,0.0,0,18,20,6,5,1,1,3,Benign,0,2015-01-22 19:44:04
175.45.176.2,36161,149.171.126.8,80,tcp,FIN,1.007267,1684,10168,31,29,3,5,-,12421.73145,76277.6875,14,18,255,255,3448683184,1304768729,120,565,1,3924,8765.888679,7676.336235,1421955843,1421955844,77.452538,59.217529,0.000701,0.000558,0.000143,0,0,1.0,0.0,0,7,9,4,1,1,1,1,Benign,0,2015-01-22 19:44:03
59.166.0.5,25279,149.171.126.8,80,tcp,FIN,1.142049,1580,10168,31,29,3,5,-,10150.17773,67275.57813,12,18,255,255,1423301636,1424341190,132,565,1,3924,10416.81924,8391.471467,1421955843,1421955844,103.791365,67.150528,0.000623,0.000486,0.000137,0,0,1.0,0.0,0,4,9,4,1,1,1,1,Benign,0,2015-01-22 19:44:03
175.45.176.0,43283,149.171.126.1,53,udp,CON,0.001032,146,178,31,29,0,0,-,565891.5,689922.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955844,1421955844,0.011,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0,13,11,1,3,1,1,1,Benign,0,2015-01-22 19:44:04
175.45.176.3,6484,149.171.126.9,53,udp,CON,0.001056,146,178,31,29,0,0,-,553030.3125,674242.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955844,1421955844,0.01,0.003,0.0,0.0,0.0,0,0,0.0,0.0,0,18,9,3,5,2,1,2,Benign,0,2015-01-22 19:44:04
59.166.0.4,30144,149.171.126.3,56415,tcp,FIN,0.336028,4696,2976,31,29,7,7,-,107824.3438,68327.64063,28,28,255,255,1783296037,3931800992,168,106,0,0,753.34473,20.212166,1421955843,1421955844,12.433,12.426852,0.000635,0.0005,0.000135,0,0,0.0,0.0,0,12,13,2,3,1,1,1,Benign,0,2015-01-22 19:44:03
175.45.176.3,1729,149.171.126.6,49439,tcp,FIN,0.012063,424,8824,31,29,1,4,-,246041.6094,5364503.0,8,12,255,255,2441201946,2453375038,53,735,0,0,125.25883,62.73337,1421955844,1421955844,1.674,1.056091,0.000572,0.000439,0.000133,0,0,0.0,0.0,0,18,20,6,5,1,1,3,Benign,0,2015-01-22 19:44:04
59.166.0.4,53792,149.171.126.6,53,udp,CON,0.000942,146,178,31,29,0,0,-,619957.5,755838.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955844,1421955844,0.006,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,12,20,6,3,1,1,2,Benign,0,2015-01-22 19:44:04
59.166.0.4,65358,149.171.126.6,6881,tcp,FIN,5.060952,13038,548216,31,29,21,197,-,20519.45898,864604.125,226,438,255,255,1230786092,1236181452,58,1252,0,0,6854.764101,4944.061644,1421955839,1421955844,22.490995,11.578746,0.001182,0.001033,0.000149,0,0,0.0,0.0,0,12,20,6,3,1,1,2,Benign,0,2015-01-22 19:43:59
59.166.0.9,53519,149.171.126.8,14724,tcp,FIN,0.225202,8928,320,31,29,4,1,-,294526.6875,9484.818359,14,6,255,255,3752884140,4028910997,638,53,0,0,1588.347105,67.656031,1421955843,1421955844,17.32323,44.882,0.000776,0.000642,0.000134,0,0,0.0,0.0,0,8,9,4,2,1,1,2,Benign,0,2015-01-22 19:44:03
175.45.176.0,40313,149.171.126.4,38272,tcp,FIN,0.08983,4238,65938,31,29,7,30,-,372258.6875,5792897.5,72,74,255,255,2261199699,2304357018,59,891,0,0,93.81768,90.488482,1421955844,1421955844,1.260437,1.222863,0.000701,0.000557,0.000144,0,0,0.0,0.0,0,13,4,1,3,1,1,1,Benign,0,2015-01-22 19:44:04
175.45.176.1,33497,149.171.126.3,22,tcp,FIN,0.111819,14616,17238,31,29,22,32,-,1035459.125,1221187.875,102,102,255,255,4112873378,4113173635,143,169,0,0,143.07762,145.542088,1421955844,1421955844,1.107119,1.099525,0.000782,0.000609,0.000173,0,0,0.0,0.0,0,7,13,2,2,1,1,1,Benign,0,2015-01-22 19:44:04
175.45.176.3,16637,149.171.126.9,53,udp,CON,0.000895,130,162,31,29,0,0,-,581005.5625,724022.3125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421955844,1421955844,0.001,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,18,9,3,5,2,1,2,Benign,0,2015-01-22 19:44:04
175.45.176.0,38694,149.171.126.2,29981,tcp,FIN,0.071375,3806,52106,31,29,7,26,-,419979.0,5751818.0,64,66,255,255,115809806,2261465663,59,789,0,0,80.387953,74.929805,1421955844,1421955844,1.127127,1.089031,0.000741,0.000582,0.000159,0,0,0.0,0.0,0,13,4,2,3,1,1,1,Benign,0,2015-01-22 19:44:04
59.166.0.7,33880,149.171.126.2,5190,tcp,FIN,0.004326,1064,2260,31,29,4,4,-,1804900.625,3831715.25,12,12,255,255,2385390374,236036871,89,188,0,0,18.682716,0.417838,1421955844,1421955844,0.361,0.347455,0.000664,0.0005,0.000164,0,0,0.0,0.0,0,8,4,2,2,1,1,1,Benign,0,2015-01-22 19:44:04
59.166.0.7,41204,149.171.126.6,53,udp,CON,0.001081,146,178,31,29,0,0,-,540240.5625,658649.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955844,1421955844,0.01,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,8,20,6,2,1,1,1,Benign,0,2015-01-22 19:44:04
175.45.176.1,41426,149.171.126.7,80,tcp,FIN,1.068005,1684,10168,31,29,3,5,-,11715.30176,71939.74219,14,18,255,255,2023302817,4169695325,120,565,1,3924,8782.533454,7689.521835,1421955844,1421955845,82.126382,62.792529,0.00065,0.000528,0.000122,0,0,1.0,0.0,0,7,9,2,3,1,1,1,Benign,0,2015-01-22 19:44:04
59.166.0.7,13392,149.171.126.7,25,tcp,FIN,0.603755,37322,3380,31,29,18,8,-,485031.1875,43726.34766,52,42,255,255,2321198603,228473304,718,80,0,0,899.735294,28.556926,1421955844,1421955845,11.831,14.712512,0.000689,0.000538,0.000151,0,0,0.0,0.0,0,8,9,2,3,1,1,1,Benign,0,2015-01-22 19:44:04
59.166.0.4,22219,149.171.126.6,6881,tcp,FIN,5.993066,7982,283570,31,29,13,103,-,10576.22266,376914.25,134,234,255,255,1230786971,3387774807,60,1212,0,0,13793.28931,10441.63985,1421955839,1421955845,45.05797,25.719407,0.000564,0.000443,0.000121,0,0,0.0,0.0,0,12,20,5,2,1,1,1,Benign,0,2015-01-22 19:43:59
175.45.176.1,57939,149.171.126.9,53,udp,CON,0.001018,146,178,31,29,0,0,-,573673.875,699410.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955845,1421955845,0.011,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,7,9,3,3,2,1,1,Benign,0,2015-01-22 19:44:05
59.166.0.5,55398,149.171.126.1,23287,tcp,FIN,0.104703,4342,65938,31,29,7,30,-,327325.8438,4970020.0,74,74,255,255,535813354,580492591,59,891,0,0,92.590899,2.378388,1421955845,1421955845,1.429397,1.419356,0.001205,0.001079,0.000126,0,0,0.0,0.0,0,4,11,2,1,1,1,1,Benign,0,2015-01-22 19:44:05
175.45.176.3,50394,149.171.126.5,53,udp,CON,0.001013,146,178,31,29,0,0,-,576505.4375,702862.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955845,1421955845,0.009,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0,18,13,1,4,2,1,1,Benign,0,2015-01-22 19:44:05
59.166.0.7,52121,149.171.126.9,53,udp,CON,0.001015,146,178,31,29,0,0,-,575369.4375,701477.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955845,1421955845,0.006,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0,8,9,3,3,1,1,2,Benign,0,2015-01-22 19:44:05
175.45.176.3,18261,149.171.126.6,21,tcp,FIN,0.337833,2934,3742,31,29,11,15,ftp,68152.01563,86977.89063,52,54,255,255,2441199937,297298460,56,69,0,0,960.171577,37.366121,1421955844,1421955845,6.617608,6.363717,0.000706,0.000552,0.000154,0,0,0.0,1.0,1,1,2,5,4,1,1,3,Benign,0,2015-01-22 19:44:04
175.45.176.3,20989,149.171.126.6,14724,tcp,FIN,0.198826,8928,320,31,29,4,1,-,333598.2188,10743.06152,14,6,255,255,295816364,2461870238,638,53,0,0,1537.971155,67.900047,1421955844,1421955845,15.294308,39.629199,0.000663,0.000516,0.000147,0,0,0.0,0.0,0,18,20,5,4,1,1,3,Benign,0,2015-01-22 19:44:04
59.166.0.6,10475,149.171.126.6,80,tcp,FIN,1.039013,1580,10168,31,29,3,5,-,11156.74219,73947.10156,12,18,255,255,2205393607,56817335,132,565,1,3924,9583.484103,7715.945678,1421955844,1421955845,94.421088,61.083296,0.000749,0.000593,0.000156,0,0,1.0,0.0,0,10,20,5,1,1,1,1,Benign,0,2015-01-22 19:44:04
59.166.0.7,32614,149.171.126.9,143,tcp,FIN,1.679335,7818,15448,31,29,30,32,-,36938.42969,73009.85156,122,126,255,255,1843296515,1857540139,64,123,0,0,818.958453,810.097888,1421955843,1421955845,13.875926,13.43044,0.000677,0.000526,0.000151,0,0,0.0,0.0,0,8,9,3,3,1,1,2,Benign,0,2015-01-22 19:44:03
59.166.0.4,25533,149.171.126.4,53,udp,CON,0.001024,130,162,31,29,0,0,-,507812.5,632812.5,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421955845,1421955845,0.01,0.003,0.0,0.0,0.0,0,0,0.0,0.0,0,12,4,1,2,1,1,1,Benign,0,2015-01-22 19:44:05
59.166.0.9,55514,149.171.126.2,61648,tcp,FIN,0.078245,4238,65938,31,29,7,30,-,427375.5625,6650597.5,72,74,255,255,2745392873,2837304495,59,891,0,0,0.0,78.69219,1421955845,1421955845,1.097521,1.064329,0.000722,0.000546,0.000176,0,0,0.0,0.0,0,8,4,1,2,1,1,1,Benign,0,2015-01-22 19:44:05
59.166.0.9,62075,149.171.126.0,25526,tcp,FIN,0.159648,3806,52106,31,29,7,26,-,187763.0781,2571507.25,64,66,255,255,595808739,2749600850,59,789,0,0,192.3339,183.973579,1421955845,1421955845,2.528905,2.346,0.007338,0.007152,0.000186,0,0,0.0,0.0,0,8,3,1,2,1,1,1,Benign,0,2015-01-22 19:44:05
175.45.176.1,1258,149.171.126.1,53,udp,CON,0.000954,146,178,31,29,0,0,-,612159.3125,746331.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955845,1421955845,0.011,0.011,0.0,0.0,0.0,0,0,0.0,0.0,0,7,11,2,3,2,1,1,Benign,0,2015-01-22 19:44:05
175.45.176.3,25910,149.171.126.6,53,udp,CON,0.00108,146,178,31,29,0,0,-,540740.75,659259.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955845,1421955845,0.01,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,18,20,5,4,2,1,3,Benign,0,2015-01-22 19:44:05
59.166.0.5,23689,149.171.126.4,12483,tcp,FIN,0.072567,3806,52106,31,29,7,26,-,413080.3125,5657337.5,64,66,255,255,2681196308,2681505073,59,789,0,0,82.787933,72.952886,1421955845,1421955845,1.146841,1.106923,0.000785,0.000606,0.000179,0,0,0.0,0.0,0,14,11,1,1,1,1,1,Benign,0,2015-01-22 19:44:05
175.45.176.2,36597,149.171.126.8,53,udp,CON,0.001079,146,178,31,29,0,0,-,541241.9375,659870.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955845,1421955845,0.01,0.001,0.0,0.0,0.0,0,0,0.0,0.0,0,5,10,1,2,1,1,1,Benign,0,2015-01-22 19:44:05
175.45.176.2,62679,149.171.126.0,25,tcp,FIN,0.863621,37322,3380,31,29,18,8,-,339083.9375,30568.96484,52,42,255,255,2501198507,2550889805,718,80,0,0,1637.976087,54.10598,1421955845,1421955845,16.926921,21.047439,0.000806,0.000673,0.000133,0,0,0.0,0.0,0,5,8,1,2,1,1,1,Benign,0,2015-01-22 19:44:05
59.166.0.6,52504,149.171.126.5,53,udp,CON,0.00096,146,178,31,29,0,0,-,608333.375,741666.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955846,1421955846,0.001,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0,11,9,2,3,3,1,1,Benign,0,2015-01-22 19:44:06
59.166.0.7,41122,149.171.126.8,53,udp,CON,0.001205,146,178,31,29,0,0,-,484647.3125,590871.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955846,1421955846,0.006,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,10,10,1,2,1,1,1,Benign,0,2015-01-22 19:44:06
59.166.0.4,35372,149.171.126.1,53,udp,CON,0.001046,146,178,31,29,0,0,-,558317.375,680688.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955846,1421955846,0.01,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0,19,5,1,5,1,1,1,Benign,0,2015-01-22 19:44:06
59.166.0.6,11995,149.171.126.6,53,udp,CON,0.001161,146,178,31,29,0,0,-,503014.6563,613264.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955846,1421955846,0.007,0.001,0.0,0.0,0.0,0,0,0.0,0.0,0,11,16,3,3,3,1,2,Benign,0,2015-01-22 19:44:06
175.45.176.3,27451,149.171.126.0,25,tcp,FIN,0.911353,37322,3380,31,29,18,8,-,321324.4375,28967.91992,52,42,255,255,2805392670,673216429,718,80,0,0,1364.694401,43.440137,1421955845,1421955846,17.862295,22.157293,0.003143,0.0029,0.000243,0,0,0.0,0.0,0,13,8,3,2,1,1,1,Benign,0,2015-01-22 19:44:05
175.45.176.0,5896,149.171.126.0,25,tcp,FIN,0.669825,37322,3380,31,29,18,8,-,437188.8125,39413.27734,52,42,255,255,1015812316,1114643218,718,80,0,0,1023.401733,33.025918,1421955846,1421955846,13.126137,16.322342,0.000752,0.000606,0.000146,0,0,0.0,0.0,0,11,8,3,2,1,1,1,Benign,0,2015-01-22 19:44:06
59.166.0.9,45628,149.171.126.2,5190,tcp,FIN,0.006322,2158,2464,31,29,6,6,-,2618158.75,2988927.5,24,24,255,255,3281195569,1136674879,90,103,0,0,15.264799,0.37192,1421955846,1421955846,0.260435,0.250304,0.000703,0.000554,0.000149,0,0,0.0,0.0,0,6,12,2,1,1,1,1,Benign,0,2015-01-22 19:44:06
175.45.176.0,4247,149.171.126.9,53,udp,CON,0.001031,146,178,31,29,0,0,-,566440.3125,690591.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421955846,1421955846,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,11,13,1,2,1,1,1,Benign,0,2015-01-22 19:44:06
59.166.0.4,16588,149.171.126.2,48663,tcp,FIN,0.082995,4238,60892,31,29,7,30,-,402915.8438,5790228.5,72,74,255,255,3585389631,3585649357,59,823,0,0,91.832409,91.786929,1421955846,1421955846,1.164324,1.119808,0.001405,0.001242,0.000163,0,0,0.0,0.0,0,19,12,2,5,1,1,1,Benign,0,2015-01-22 19:44:06
59.166.0.4,48878,149.171.126.0,2742,tcp,FIN,0.168855,5278,91072,31,29,7,39,-,247360.1719,4267946.0,92,92,255,255,3101199522,998761315,57,990,0,0,100.40518,2.565447,1421955846,1421955846,1.851692,1.849198,0.000826,0.000575,0.000251,0,0,0.0,0.0,0,19,8,3,5,1,1,1,Benign,0,2015-01-22 19:44:06
59.166.0.4,3145,149.171.126.7,25625,tcp,FIN,0.07098,4238,60892,31,29,7,30,-,471118.6563,6770358.0,72,74,255,255,3101196315,3101470824,59,823,0,0,64.54397,60.725154,1421955846,1421955846,0.995155,0.965,0.000649,0.000528,0.000121,0,0,0.0,0.0,0,19,7,2,5,1,1,1,Benign,0,2015-01-22 19:44:06
175.45.176.3,32435,149.171.126.7,80,tcp,FIN,1.010927,1684,10168,31,29,3,5,-,12376.75977,76001.53125,14,18,255,255,2985392289,836821312,120,565,1,3924,8764.799921,7676.486193,1421955845,1421955846,77.735308,59.437176,0.000625,0.000492,0.000133,0,0,1.0,0.0,0,13,7,2,2,1,1,1,Benign,0,2015-01-22 19:44:05
